,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,6.18,1.54,1.02,1.62,1.03,1.11,5.06,5.21,5.4,11.81,6.76,5.83,6.86,10.91,3.08,8.73
f_1,2.27,6.18,1.14,1.25,1.03,1.29,4.29,3.86,6.23,6.25,5.36,2.79,7.27,8.52,5.03,7.55
d_1,1.11,1.44,6.38,1.01,1.38,1.27,5.17,4.96,11.99,2.15,7.56,6.34,5.72,8.86,6.6,10.12
c_1,1.17,1.0,1.34,6.52,2.53,1.24,4.22,3.68,1.62,5.83,4.1,6.8,4.53,7.83,7.0,8.55
b_1,1.19,1.49,1.32,1.11,6.97,2.43,4.18,4.21,5.59,5.39,3.29,5.8,5.33,9.74,8.22,8.78
a_1,1.29,1.16,1.48,1.47,1.15,10.55,5.14,5.25,5.25,6.09,6.17,6.81,2.58,9.57,6.2,9.69
h_1,1.31,2.08,1.76,1.89,1.53,1.4,14.87,7.41,6.71,6.65,8.11,6.49,7.5,5.66,7.04,15.61
g_1,1.24,1.25,2.44,1.95,1.4,1.09,6.16,20.12,6.97,6.43,7.52,12.29,7.45,10.67,8.73,6.48
c_0,1.61,1.87,1.86,0.96,1.39,1.22,5.7,6.81,15.68,6.48,15.08,8.75,10.58,13.98,8.41,13.43
d_0,1.71,1.83,0.74,3.03,1.48,1.6,5.88,5.08,5.03,15.99,6.7,7.21,5.59,10.16,6.8,9.64
b_0,1.32,2.11,1.7,1.71,0.65,1.13,5.48,5.8,9.95,6.9,18.26,8.45,19.15,15.73,8.63,11.98
f_0,1.36,0.91,1.89,1.82,1.83,1.57,6.44,6.11,7.78,7.0,8.45,19.11,6.9,12.59,19.39,12.12
a_0,1.75,1.63,1.64,2.08,1.25,0.81,5.63,5.85,6.9,8.96,7.66,7.34,23.85,13.27,7.62,14.81
h_0,1.63,2.41,1.81,1.47,1.42,1.2,3.55,8.05,7.86,8.33,6.91,5.78,7.41,6.02,8.04,14.53
e_0,0.87,1.59,2.0,1.61,1.94,1.73,5.46,6.36,9.8,7.8,8.75,8.49,8.3,13.57,25.08,14.35
g_0,1.19,1.4,2.56,1.64,1.59,1.41,5.18,4.28,7.91,6.47,7.36,12.77,5.86,11.99,12.36,8.52
