,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.99,1.06,0.87,0.78,0.59,0.63,0.53,0.57,0.55,0.42,0.51,0.6,0.49,0.6
e_1,0.8,1.0,0.98,0.93,0.86,0.85,0.91,0.76,0.87,0.67,0.73,0.66,0.61,0.59,0.71,0.58
d_1,1.01,1.02,1.0,0.85,0.97,0.83,0.78,0.54,0.76,0.87,0.63,0.68,0.62,0.53,0.58,0.45
c_1,0.94,1.07,1.18,1.0,1.44,0.93,0.65,0.6,0.45,0.54,0.64,0.65,0.56,0.59,0.5,0.69
b_1,1.14,1.16,1.03,0.69,1.0,1.31,0.75,0.72,0.79,0.79,0.66,0.75,0.72,0.52,0.67,0.56
a_1,1.28,1.18,1.21,1.08,0.76,1.0,0.93,1.08,0.7,0.88,0.91,0.5,0.72,0.74,0.66,0.58
h_1,1.72,1.11,1.32,1.6,1.31,1.08,1.0,1.11,0.98,0.88,0.93,0.89,0.83,0.72,0.89,1.05
g_1,1.6,1.26,1.84,1.69,1.35,0.88,0.9,1.0,1.06,1.06,0.95,1.11,0.75,0.81,0.79,0.97
d_0,1.86,1.05,1.3,2.37,1.26,1.35,1.01,0.91,1.0,0.7,0.88,0.82,0.97,0.85,0.89,0.84
c_0,1.72,1.53,1.15,2.14,1.26,1.21,1.17,0.96,1.46,1.0,1.41,0.94,1.09,0.78,1.03,0.97
b_0,1.72,1.37,1.49,1.58,1.5,1.17,1.11,1.01,1.17,0.72,1.0,1.16,1.01,1.2,0.82,0.97
f_0,2.58,1.41,1.58,1.76,1.29,2.0,1.09,0.92,1.26,1.0,0.87,1.0,0.95,1.03,1.28,0.86
h_0,2.02,1.54,1.55,1.76,1.39,1.35,1.24,1.31,1.05,0.93,0.99,1.04,1.0,1.08,0.75,1.24
a_0,1.67,1.7,1.76,1.79,1.86,1.21,1.44,1.24,1.29,1.3,0.86,1.06,0.93,1.0,0.96,0.89
e_0,2.06,1.47,1.59,2.07,1.46,1.55,1.16,1.22,1.03,0.96,1.22,0.83,1.4,1.05,1.0,1.24
g_0,1.7,1.71,2.14,1.5,1.62,1.69,1.0,1.03,1.16,1.04,1.02,1.11,0.82,1.08,0.85,1.0
