,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.91,0.58,0.28,0.32,0.21,0.14,0.28,0.22,0.24,0.25,0.24,0.14,0.26,0.18,0.13,0.2
e_1,0.36,0.91,0.27,0.34,0.25,0.16,0.34,0.24,0.47,0.26,0.28,0.24,0.3,0.2,0.13,0.23
d_1,0.32,0.33,0.91,0.24,0.23,0.18,0.3,0.29,0.19,0.5,0.32,0.26,0.32,0.2,0.19,0.25
c_1,0.36,0.32,0.3,0.9,0.48,0.17,0.24,0.2,0.25,0.15,0.14,0.21,0.26,0.16,0.14,0.19
b_1,0.35,0.27,0.3,0.3,0.89,0.37,0.33,0.22,0.29,0.23,0.18,0.24,0.23,0.13,0.16,0.22
a_1,0.39,0.34,0.31,0.31,0.22,0.89,0.34,0.25,0.3,0.26,0.25,0.23,0.26,0.15,0.2,0.2
h_1,0.53,0.33,0.38,0.3,0.23,0.18,0.62,0.39,0.31,0.26,0.29,0.25,0.24,0.18,0.2,0.3
g_1,0.35,0.3,0.53,0.33,0.23,0.18,0.28,0.62,0.26,0.31,0.3,0.36,0.32,0.21,0.19,0.2
d_0,0.39,0.33,0.24,0.62,0.31,0.17,0.31,0.26,0.49,0.19,0.29,0.25,0.3,0.22,0.21,0.25
c_0,0.39,0.33,0.42,0.25,0.21,0.16,0.34,0.36,0.35,0.52,0.61,0.28,0.38,0.3,0.22,0.29
b_0,0.42,0.37,0.38,0.36,0.17,0.13,0.34,0.3,0.34,0.32,0.53,0.29,0.34,0.49,0.24,0.26
f_0,0.3,0.26,0.41,0.38,0.29,0.18,0.35,0.27,0.36,0.31,0.33,0.5,0.35,0.25,0.43,0.28
h_0,0.48,0.36,0.42,0.33,0.24,0.17,0.23,0.34,0.31,0.29,0.29,0.22,0.24,0.24,0.19,0.3
a_0,0.41,0.37,0.42,0.38,0.27,0.11,0.32,0.29,0.31,0.28,0.3,0.32,0.38,0.44,0.25,0.29
e_0,0.41,0.28,0.37,0.35,0.26,0.2,0.3,0.3,0.32,0.35,0.3,0.27,0.39,0.25,0.47,0.29
g_0,0.32,0.31,0.56,0.35,0.25,0.18,0.31,0.25,0.28,0.3,0.29,0.43,0.29,0.22,0.23,0.18
