,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,3.07,6.03,4.71,6.27,5.37,1.72,1.19,1.07,1.62,1.15,1.32,0.86,1.18,4.27,1.0
f_1,5.2,1.13,6.47,5.78,4.64,4.74,1.17,1.13,0.97,2.19,1.12,2.31,0.56,1.18,0.9,0.85
c_1,4.68,5.87,1.13,6.53,5.8,5.6,1.73,0.69,2.21,1.57,1.03,0.95,0.75,0.99,1.05,0.84
d_1,6.93,4.92,5.65,1.12,5.81,4.82,1.48,3.11,1.15,0.91,1.09,1.14,0.78,1.0,1.03,0.55
b_1,8.06,8.42,3.35,5.51,1.14,9.42,2.02,1.61,2.02,2.39,3.99,1.3,1.09,1.44,1.3,0.89
a_1,8.61,10.82,10.47,9.67,4.4,1.14,2.76,1.92,1.64,2.5,2.34,1.8,1.36,3.8,1.89,1.51
h_1,16.11,17.4,19.25,17.83,17.9,13.97,1.78,3.94,3.62,5.61,3.97,3.21,4.57,3.45,2.91,2.47
d_0,10.77,26.79,22.64,43.88,26.27,20.76,6.82,2.33,4.38,6.3,4.65,3.95,3.44,3.84,4.59,4.55
c_0,18.88,25.19,55.83,12.04,21.79,27.41,6.36,5.76,2.36,6.36,3.94,4.58,3.76,5.12,4.03,3.17
g_1,22.81,24.11,26.38,19.39,22.85,24.02,4.29,5.27,4.96,1.84,4.93,4.36,2.73,3.65,4.22,4.73
b_0,22.66,27.23,39.41,20.34,66.93,23.76,6.99,5.39,2.58,6.96,2.24,4.82,3.22,4.99,4.48,3.59
f_0,23.57,51.94,24.63,26.68,29.28,23.24,8.29,5.04,5.81,4.77,5.97,2.43,4.9,6.59,5.24,2.54
h_0,35.47,34.8,35.64,34.38,35.58,33.94,17.27,6.85,6.07,10.44,6.75,7.57,8.04,5.27,6.8,6.23
a_0,33.13,33.1,32.84,48.33,52.06,79.19,13.43,9.51,7.17,13.1,4.11,8.38,5.83,2.77,7.98,5.3
e_0,50.9,67.52,37.64,44.47,44.62,30.54,8.38,7.61,6.54,10.77,8.46,4.1,5.66,8.2,2.62,4.67
g_0,38.59,41.17,37.22,45.68,43.92,43.63,8.63,7.87,7.57,23.86,8.46,7.9,4.57,7.85,7.98,8.26
