,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.17,10.1,14.58,24.24,20.48,85.21,1906.17,3532.94,6338.48,4533.52,6240.56,6098.78,28365.34,19624.49,,48603.44
f_1,16.99,111.63,14.35,23.25,20.57,80.02,1910.04,3175.47,3242.96,4381.81,5416.2,,25949.86,19781.63,21178.37,53427.82
d_1,11.57,13.24,131.67,16.31,24.47,68.74,1684.94,2311.72,,5600.13,6467.53,6217.33,25845.05,17548.88,18060.64,42940.39
c_1,7.74,10.53,12.72,161.02,34.76,66.02,1951.55,2674.93,2705.55,,5144.9,5216.28,19634.4,18620.28,21937.03,56077.2
b_1,10.22,11.8,12.32,14.03,184.1,96.6,1992.14,2319.95,2922.93,3554.85,,4943.06,22549.73,,20591.1,38329.74
a_1,5.62,6.85,8.69,11.53,8.36,479.27,1365.11,1719.75,2230.45,2670.95,3226.59,3934.21,15850.35,,,
h_1,5.09,7.95,6.89,8.39,8.78,26.07,3400.05,1975.28,1353.11,1644.66,2193.9,2544.7,,8758.53,9606.96,34053.5
g_1,3.11,4.09,8.98,5.77,9.84,25.13,749.42,4697.5,1440.89,1685.46,2578.56,5075.47,8202.94,6163.7,6682.67,
d_0,4.24,5.73,,14.04,10.3,37.81,938.12,1166.92,4055.43,1688.61,2783.49,3031.97,12168.29,9424.48,9725.22,17415.4
c_0,4.58,5.26,5.92,,7.04,23.69,1053.41,1356.52,1481.81,4520.69,4785.99,2405.82,9155.56,10046.82,9280.19,19203.62
b_0,4.17,4.95,5.58,7.18,,26.39,783.68,826.72,1477.56,1396.05,6350.51,2727.69,9706.61,11574.64,8514.5,17905.75
f_0,4.59,,6.57,8.63,8.83,23.07,905.4,641.43,1431.33,1572.29,2493.19,6432.44,6654.21,6748.11,13594.11,14650.34
h_0,3.19,5.0,4.73,5.93,6.6,17.6,,1078.46,1014.07,1423.62,1665.96,2321.71,,6881.25,5227.01,24360.35
a_0,2.93,3.75,3.75,4.11,,,625.29,836.5,603.51,1191.57,1241.74,1534.57,5287.54,17070.42,,
e_0,,2.56,3.76,3.77,4.6,,581.41,1258.4,987.56,946.54,1151.1,1637.87,8326.81,,16864.98,13388.69
g_0,3.03,2.7,5.03,3.93,7.71,,348.6,,921.52,1047.77,1213.99,2318.29,4909.22,,6635.4,
