,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.08,1.03,0.92,0.87,0.73,0.68,0.53,0.88,0.69,0.71,0.58,0.67,0.56,0.63,0.53
f_1,0.93,1.0,1.26,1.03,0.86,0.82,0.57,0.74,0.54,0.59,0.56,0.56,0.5,0.52,0.39,0.54
e_1,0.96,0.79,1.0,1.23,0.98,0.87,0.82,0.64,0.7,0.98,0.76,0.68,0.61,0.53,0.61,0.6
c_1,1.1,0.97,0.81,1.0,1.35,0.77,0.85,0.69,0.57,0.45,0.63,0.66,0.6,0.7,0.61,0.54
b_1,1.16,1.17,1.01,0.74,1.0,1.27,0.73,0.75,0.62,0.77,0.6,0.64,0.53,0.67,0.67,0.68
a_1,1.37,1.21,1.15,1.28,0.79,1.0,0.87,0.95,0.87,0.69,0.73,0.76,0.68,0.82,0.65,0.63
h_1,1.4,1.75,1.26,1.24,1.4,1.18,1.0,1.15,0.84,0.86,0.88,0.87,0.81,0.9,0.85,0.92
g_1,1.86,1.31,1.63,1.46,1.37,1.02,0.88,1.0,0.95,0.95,0.95,1.19,0.83,0.67,0.94,0.77
c_0,1.09,1.86,1.43,1.67,1.6,1.23,1.21,1.06,1.0,1.2,1.33,0.97,1.05,0.83,0.9,0.83
d_0,1.53,1.59,1.06,2.19,1.31,1.46,1.14,1.06,0.84,1.0,0.94,1.03,0.83,0.85,0.94,0.93
b_0,1.39,1.81,1.37,1.65,1.48,1.26,1.14,1.11,0.77,1.07,1.0,1.09,1.39,1.08,1.12,1.07
f_0,1.7,1.72,1.45,1.57,1.59,1.26,1.11,0.84,1.0,0.99,0.92,1.0,0.92,1.07,1.19,0.76
a_0,1.51,1.8,1.66,1.71,1.9,1.69,1.26,1.18,0.96,1.09,0.71,1.1,1.0,1.06,0.84,1.02
h_0,1.76,2.01,1.83,1.47,1.44,1.14,1.11,1.51,1.2,1.16,0.96,0.95,0.96,1.0,0.93,1.11
e_0,1.65,2.4,1.63,1.72,1.59,1.51,1.27,1.11,1.1,1.08,0.93,0.84,1.22,1.02,1.0,0.97
g_0,1.95,1.73,1.52,1.84,1.5,1.62,1.09,1.35,1.22,1.02,0.88,1.26,0.98,0.87,0.99,0.99
