,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.44,1.58,2.08,1.55,1.75,1.53,3.17,5.19,3.41,3.34,3.79,4.0,4.36,4.03,3.34,4.37
f_1,2.35,2.5,1.66,1.59,1.45,1.46,2.87,3.88,3.29,3.6,3.69,3.11,3.93,3.87,2.68,4.32
c_1,1.43,1.72,2.56,1.68,2.59,1.63,3.03,3.04,3.05,2.56,2.61,3.45,4.49,3.35,3.79,4.57
d_1,1.77,1.76,1.41,2.6,1.57,1.67,3.3,3.27,3.29,5.55,4.39,3.92,4.44,4.35,3.97,4.23
b_1,1.47,1.82,1.47,1.66,2.78,3.05,3.49,3.19,3.12,3.92,3.01,3.6,5.04,2.92,3.91,4.71
a_1,1.68,1.99,1.83,1.69,1.36,3.3,3.64,3.47,3.15,3.42,4.46,3.69,5.08,3.45,4.31,4.42
h_1,1.53,2.08,1.85,1.8,1.7,1.5,4.44,3.11,3.81,3.07,3.59,3.42,4.49,3.94,3.99,5.51
d_0,1.5,1.63,2.6,1.31,2.06,1.76,3.81,4.43,3.31,2.67,3.27,3.72,4.92,3.43,4.48,5.07
g_1,1.62,1.53,1.7,2.4,1.76,1.46,3.37,3.08,4.86,4.01,3.79,5.0,3.94,4.06,4.21,4.51
c_0,1.92,1.8,1.83,1.64,1.4,1.61,3.74,4.25,3.42,4.62,5.49,3.84,4.68,4.91,4.11,4.73
b_0,1.65,1.7,2.17,1.79,1.59,1.26,3.35,3.91,3.47,3.35,4.71,3.89,4.69,6.28,4.58,5.07
f_0,1.58,1.76,1.88,1.85,1.81,1.71,4.0,3.74,3.44,3.97,3.95,5.0,4.97,4.25,6.57,4.31
h_0,1.67,2.14,1.7,2.0,1.43,1.46,3.04,3.21,4.02,3.77,3.87,4.06,4.28,3.72,3.94,5.51
a_0,1.78,1.68,1.86,1.88,1.97,1.26,3.28,4.1,3.47,3.64,3.25,3.71,4.56,5.31,4.12,4.68
e_0,1.53,2.15,1.92,1.69,1.78,1.66,3.86,3.28,3.58,3.56,3.69,3.44,5.37,3.87,5.52,4.79
g_0,1.57,1.83,1.71,2.25,1.66,1.71,3.03,3.12,3.14,3.9,3.74,4.86,5.06,3.68,4.69,4.48
