,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.96,1.85,1.39,1.89,1.42,1.36,5.16,13.06,6.62,5.84,7.06,7.27,11.84,6.38,11.16,3.4
f_1,2.68,6.26,1.45,1.4,1.39,1.22,5.2,6.72,7.11,6.03,7.47,3.78,10.29,7.18,10.5,6.83
d_1,1.51,1.88,6.32,1.4,1.2,1.52,6.16,3.31,12.52,4.58,9.1,8.18,10.06,7.83,11.39,8.03
c_1,1.42,1.57,1.27,6.69,2.9,1.56,4.63,7.37,2.83,4.96,4.55,7.05,11.19,5.41,10.07,8.97
b_1,1.43,1.29,1.64,1.54,7.35,3.12,5.33,6.36,6.41,4.88,3.6,7.17,10.06,6.67,10.53,8.03
a_1,1.34,1.41,1.73,1.77,1.46,10.61,6.53,6.47,7.25,5.13,7.83,8.76,12.2,5.46,10.14,9.14
h_1,1.46,2.61,2.34,1.69,1.72,1.58,16.39,8.3,8.83,9.86,8.33,7.97,6.83,9.15,17.03,10.31
d_0,1.68,2.05,1.1,3.5,2.18,1.68,6.77,15.26,5.81,7.86,8.04,8.81,14.29,6.95,13.25,10.03
c_0,1.7,2.04,2.19,1.27,1.64,1.91,7.78,8.38,15.88,7.61,18.48,9.77,12.76,12.6,14.29,10.61
g_1,1.94,1.84,2.6,1.66,1.6,1.41,6.3,8.01,8.3,19.7,9.06,15.08,11.3,7.79,8.62,11.7
b_0,1.97,2.05,1.89,1.91,1.23,1.28,6.97,8.15,9.61,8.08,18.49,10.36,17.47,20.44,13.45,11.11
f_0,1.53,1.44,2.04,2.01,2.13,2.17,8.66,7.98,7.88,6.87,10.52,21.69,14.86,10.51,15.36,21.54
h_0,1.85,2.75,2.02,1.76,1.78,1.62,4.29,8.03,8.59,9.32,7.8,9.26,9.8,9.65,17.54,8.27
a_0,2.03,1.69,1.98,1.99,1.91,1.04,8.5,8.24,8.81,8.32,10.22,8.78,15.83,26.02,15.07,9.31
g_0,1.74,1.55,3.5,1.87,1.83,1.19,6.32,7.11,8.5,4.11,9.53,14.94,11.97,8.05,9.19,9.6
e_0,1.09,2.04,2.27,1.81,1.83,2.18,9.04,7.47,9.27,7.94,9.44,10.77,16.9,10.22,16.95,26.13
