,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.17,0.8,0.93,0.84,0.84,0.63,0.18,0.14,0.15,0.44,0.18,0.13,0.18,0.1,0.15,0.08
f_1,0.69,0.17,0.7,0.9,0.72,0.69,0.17,0.28,0.14,0.16,0.15,0.35,0.13,0.08,0.12,0.13
e_1,0.83,0.43,0.16,0.91,0.83,0.91,0.27,0.21,0.18,0.18,0.21,0.17,0.17,0.11,0.33,0.13
c_1,0.96,0.8,0.59,0.15,0.75,0.73,0.27,0.25,0.33,0.08,0.16,0.17,0.16,0.14,0.17,0.1
b_1,1.01,0.88,0.8,0.38,0.14,0.81,0.25,0.24,0.18,0.2,0.37,0.15,0.15,0.12,0.18,0.14
a_1,0.84,0.74,0.89,0.91,0.4,0.09,0.25,0.28,0.19,0.17,0.2,0.18,0.48,0.13,0.16,0.12
h_1,0.52,0.74,0.6,0.58,0.71,0.67,0.06,0.2,0.12,0.14,0.12,0.12,0.13,0.18,0.11,0.09
g_1,0.61,0.63,0.69,0.7,0.61,0.49,0.13,0.05,0.12,0.17,0.13,0.13,0.13,0.07,0.12,0.19
c_0,0.31,0.84,0.59,1.48,0.89,0.56,0.2,0.17,0.07,0.17,0.13,0.13,0.13,0.08,0.12,0.08
d_0,1.28,0.73,0.32,0.63,0.59,0.79,0.22,0.22,0.12,0.06,0.12,0.14,0.12,0.08,0.14,0.09
b_0,0.51,0.68,0.52,0.65,1.35,0.71,0.16,0.17,0.07,0.12,0.05,0.12,0.14,0.1,0.14,0.09
f_0,0.57,1.31,0.59,0.61,0.65,0.56,0.16,0.11,0.11,0.12,0.1,0.06,0.12,0.11,0.11,0.06
a_0,0.5,0.61,0.63,0.63,0.79,1.62,0.18,0.19,0.1,0.12,0.06,0.12,0.04,0.08,0.09,0.09
h_0,0.6,0.56,0.7,0.57,0.52,0.49,0.29,0.22,0.13,0.13,0.11,0.12,0.1,0.17,0.11,0.1
e_0,0.51,0.97,1.01,0.65,0.63,0.62,0.14,0.14,0.12,0.13,0.1,0.07,0.12,0.08,0.04,0.07
g_0,0.5,0.73,0.59,0.64,0.59,0.73,0.12,0.41,0.13,0.11,0.09,0.11,0.12,0.07,0.1,0.11
