,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.65,0.68,0.93,1.05,0.97,0.98,0.45,0.4,0.47,0.34,0.32,0.46,0.28,0.34,0.32,0.39
f_1,1.07,0.64,0.88,1.02,0.94,0.81,0.34,0.38,0.46,0.33,0.33,0.37,0.23,0.28,0.29,0.26
d_1,1.1,1.05,0.63,0.91,0.91,0.82,0.41,0.46,0.33,0.41,0.41,0.31,0.28,0.31,0.19,0.3
c_1,0.85,0.99,1.13,0.64,1.08,0.85,0.45,0.25,0.37,0.35,0.31,0.33,0.29,0.33,0.3,0.31
b_1,1.0,1.12,1.09,0.71,0.62,0.95,0.53,0.38,0.45,0.41,0.42,0.38,0.29,0.37,0.29,0.34
a_1,1.12,1.37,1.26,1.14,0.79,0.57,0.64,0.47,0.57,0.46,0.61,0.43,0.4,0.63,0.37,0.44
h_1,1.52,1.76,1.56,1.55,1.45,1.33,0.53,0.66,0.73,0.59,0.54,0.54,0.55,0.52,0.55,0.52
d_0,1.25,1.56,1.82,2.01,1.72,1.58,0.7,0.55,0.8,0.55,0.64,0.63,0.58,0.59,0.63,0.61
g_1,1.69,1.75,1.82,1.88,1.77,1.44,0.63,0.68,0.5,0.59,0.58,0.66,0.42,0.54,0.61,0.56
c_0,1.83,1.88,1.24,2.38,1.76,1.53,0.79,0.89,0.78,0.55,0.78,0.66,0.56,0.63,0.51,0.63
b_0,1.85,1.88,1.61,2.3,1.99,1.52,0.84,0.73,0.8,0.44,0.53,0.64,0.58,0.64,0.56,0.61
f_0,1.76,2.31,1.92,1.94,1.77,1.6,0.84,0.74,0.58,0.61,0.62,0.52,0.54,0.56,0.43,0.7
h_0,2.12,2.19,1.93,2.02,1.99,1.72,0.99,0.7,0.9,0.65,0.64,0.69,0.64,0.65,0.62,0.67
a_0,2.21,2.16,2.09,2.4,2.49,1.85,0.9,0.85,0.85,0.66,0.5,0.68,0.62,0.5,0.71,0.68
g_0,2.09,2.32,2.33,2.01,2.14,1.87,0.71,0.85,0.95,0.79,0.75,0.76,0.55,0.61,0.64,0.67
e_0,2.4,3.42,1.97,2.14,1.87,1.76,0.98,0.85,0.9,0.77,0.84,0.47,0.65,0.73,0.58,0.51
