,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.15,85.48,75.13,84.55,102.59,89.0,14.56,15.6,22.13,18.77,27.55,,7.4,21.0,14.64,18.89
e_1,45.05,1.15,99.44,128.52,102.59,77.88,26.63,12.43,44.27,16.85,18.37,18.11,10.55,19.95,15.25,
d_1,110.58,112.19,1.15,97.36,86.56,103.83,25.89,,14.13,16.02,20.41,16.35,12.79,24.94,7.79,15.61
c_1,89.0,97.03,109.06,1.16,72.89,103.83,25.89,10.32,36.89,,21.19,23.05,13.61,23.47,8.51,
b_1,130.32,128.21,102.45,58.42,1.15,,32.14,33.55,28.87,28.57,,21.12,14.07,,13.07,21.12
a_1,158.65,188.95,140.88,139.7,,1.15,44.38,47.93,55.33,38.65,34.44,36.21,30.14,,24.4,
h_1,98.62,83.49,93.92,97.36,81.47,89.0,2.0,13.42,21.42,17.76,14.13,16.9,,19.95,16.64,10.88
d_0,82.93,50.56,,97.36,98.93,81.26,21.67,3.04,34.95,21.9,14.89,16.9,18.35,15.96,15.25,17.95
g_1,125.83,156.09,161.0,100.41,106.54,109.94,25.19,26.84,2.0,28.57,26.24,26.68,12.79,,,
c_0,130.32,89.75,47.62,,120.43,81.26,26.63,18.64,31.62,2.97,21.19,13.34,12.79,19.0,13.07,27.62
b_0,125.83,149.58,120.75,160.65,,109.94,37.28,26.84,23.71,11.14,3.11,18.11,14.07,23.47,18.3,14.96
f_0,,105.59,161.0,100.41,110.8,143.77,46.6,30.5,15.09,21.9,21.19,3.36,24.82,19.0,10.46,23.93
h_0,110.58,119.67,76.84,74.72,120.43,89.0,,18.14,25.54,19.91,21.19,15.84,,16.62,11.44,19.94
a_0,152.04,188.95,198.88,160.65,,,42.36,39.47,,25.27,14.5,25.35,24.82,2.96,28.15,
g_0,121.63,108.79,130.04,119.0,95.52,155.75,25.19,23.14,,24.33,23.96,33.8,8.79,21.0,,
e_0,145.96,,187.83,,162.94,,35.85,51.62,,41.06,29.0,20.28,26.37,,,2.85
