,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.8,0.89,1.08,0.93,0.81,0.78,0.85,0.64,0.61,0.7,0.73,0.68,0.59,0.72,0.68
f_1,1.24,1.0,0.94,0.89,0.83,0.77,0.59,0.63,0.58,0.67,0.61,0.6,0.44,0.56,0.56,0.38
d_1,1.13,1.06,1.0,0.87,0.86,0.86,0.75,0.6,0.87,0.59,0.64,0.64,0.62,0.51,0.46,0.6
c_1,0.93,1.13,1.14,1.0,1.36,0.74,0.74,0.5,0.53,0.63,0.52,0.59,0.53,0.61,0.56,0.55
b_1,1.06,1.2,1.17,0.74,1.0,1.35,0.76,0.71,0.81,0.74,0.62,0.54,0.7,0.49,0.55,0.59
a_1,1.23,1.29,1.18,1.36,0.74,1.0,0.87,0.85,0.7,0.9,0.82,0.68,0.68,0.76,0.72,0.62
h_1,1.35,1.71,1.31,1.36,1.35,1.09,1.0,0.95,0.8,1.07,0.91,0.88,0.96,0.7,0.99,0.78
d_0,1.16,1.54,1.59,2.09,1.44,1.21,1.07,1.0,0.86,0.96,1.0,0.98,0.93,0.8,0.91,0.83
c_0,1.6,1.71,1.09,1.9,1.24,1.4,1.26,1.21,1.0,0.89,1.42,1.01,0.98,1.01,0.91,0.86
g_1,1.6,1.48,1.7,1.53,1.4,1.11,0.93,1.06,1.09,1.0,1.01,1.2,0.74,0.85,0.76,0.93
b_0,1.4,1.7,1.6,1.89,1.55,1.15,1.17,1.0,0.69,1.03,1.0,0.91,0.9,1.2,0.89,1.0
f_0,1.29,1.59,1.59,1.66,1.94,1.52,1.18,1.07,0.99,0.86,1.01,1.0,1.08,0.98,0.69,1.24
h_0,1.48,2.19,1.63,1.81,1.46,1.43,1.07,1.12,1.04,1.33,1.17,0.89,1.01,0.85,1.11,0.94
a_0,1.71,1.78,1.83,1.75,2.06,1.47,1.42,1.28,1.02,1.16,0.82,1.0,1.19,1.0,0.88,0.97
g_0,1.42,1.68,2.15,1.7,1.9,1.36,1.03,1.06,1.09,1.29,1.18,1.34,0.93,1.2,1.01,1.25
e_0,1.61,2.56,1.55,1.74,1.83,1.65,1.27,1.22,1.19,1.11,1.04,0.8,1.08,1.08,0.81,1.0
