,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.64,0.07,0.07,0.06,0.08,0.1,0.29,0.29,0.74,0.3,0.42,0.4,0.46,0.38,,0.63
f_1,0.11,5.7,0.07,0.08,0.07,0.06,0.32,0.29,0.41,0.48,,0.4,0.62,0.28,0.37,0.68
d_1,0.06,0.07,6.07,0.06,0.07,0.05,0.35,0.33,,0.85,0.29,0.48,0.68,0.45,0.38,0.55
c_1,0.08,0.09,0.07,6.5,0.17,0.05,0.29,0.35,0.38,,0.45,0.33,0.56,0.28,0.3,0.5
b_1,0.08,0.07,0.06,0.06,7.64,0.17,0.28,0.31,0.4,0.34,0.4,,0.68,0.38,0.41,0.61
a_1,0.07,0.06,0.08,0.1,0.08,10.8,0.23,,0.58,0.5,0.45,,0.56,,,0.53
h_1,0.33,0.45,0.33,0.32,0.27,0.17,15.04,1.7,1.27,1.05,1.36,1.16,,1.93,1.38,1.91
g_1,0.27,0.18,0.42,0.23,0.22,,1.11,17.0,1.13,1.46,2.27,1.31,1.76,2.36,2.02,
d_0,0.4,0.44,,0.82,0.46,0.49,1.68,0.77,11.92,1.84,1.3,1.33,3.57,1.64,1.86,2.62
c_0,0.46,0.36,0.48,,0.25,0.36,1.58,1.25,2.01,12.6,2.0,3.59,2.34,1.23,1.86,4.27
f_0,0.33,,0.48,0.39,0.35,0.34,1.41,1.72,2.48,1.1,15.72,1.52,2.14,1.62,4.33,2.88
b_0,0.4,0.5,0.35,0.3,,,1.38,1.38,1.53,1.9,1.28,15.38,3.95,3.55,1.79,3.07
h_0,0.61,0.93,0.63,0.69,0.54,0.56,,2.88,2.38,3.06,1.83,2.18,,2.42,2.14,6.14
a_0,0.4,0.39,0.3,0.5,0.33,,1.85,1.09,1.84,2.15,2.55,1.77,3.93,20.76,,
e_0,,0.52,0.45,0.28,0.45,,1.63,1.29,2.05,2.38,1.87,2.63,2.59,,22.44,
g_0,0.59,0.36,0.85,0.54,0.48,0.6,2.09,,2.18,2.19,4.32,3.61,6.48,,,
