,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,118.57,11.19,12.91,17.26,16.61,68.89,1495.92,4228.37,4262.31,8115.35,6510.67,6490.93,19730.65,31255.41,,28555.14
f_1,21.93,119.04,16.31,12.36,20.27,76.44,1452.2,3297.78,4924.6,4557.04,5818.33,,21195.66,24828.5,28109.48,24825.57
d_1,13.03,11.89,127.17,14.01,18.4,59.37,1718.48,2662.57,7913.61,,6335.67,7437.31,16644.99,23786.61,23534.79,32746.89
c_1,12.94,13.53,16.74,135.58,29.14,60.88,1451.71,2524.12,,4788.85,4863.98,7968.8,15076.83,21341.59,35500.28,32163.56
b_1,11.82,11.83,13.07,11.72,163.76,86.42,1036.09,3820.99,3881.3,4557.82,,7311.01,16213.09,29119.91,27163.2,32555.39
a_1,7.79,6.86,8.43,10.28,10.42,476.79,897.25,2317.79,2138.11,2940.41,3330.34,4381.06,,15632.06,,24736.01
h_1,6.11,7.75,6.66,7.82,11.67,36.43,2484.7,1984.39,2200.94,3003.96,3127.62,4375.77,8061.31,,16462.95,24965.18
g_1,3.82,4.45,8.15,8.32,6.28,21.24,595.26,5471.07,1346.14,1643.86,2353.44,4051.68,5651.8,9359.79,10248.54,
c_0,6.09,5.54,5.06,,6.99,30.37,555.08,1713.7,4887.39,1820.93,3986.88,3829.72,7383.38,12548.23,10428.39,16015.63
d_0,4.63,7.0,,10.05,8.45,32.91,547.79,1491.83,1583.27,5479.21,2321.82,2870.45,5761.16,9167.36,8842.6,15307.75
b_0,4.51,5.97,4.87,5.51,,22.71,577.92,1167.17,1816.89,1434.03,6145.03,2415.51,14757.92,13093.45,9604.89,14694.78
f_0,5.21,,4.64,5.58,7.38,25.91,485.45,955.88,1642.37,2062.62,2423.36,7685.87,4847.82,8050.25,,11852.65
a_0,3.08,3.44,3.71,4.71,3.93,,393.64,954.58,1154.87,1661.37,1107.17,1937.82,16119.23,8096.57,7425.3,
h_0,3.8,5.45,4.37,4.23,5.18,19.7,,1553.56,1359.62,1950.73,1692.19,1929.84,5056.29,,,16164.14
e_0,,2.82,3.52,2.32,5.49,,221.63,937.88,1250.97,1722.65,1688.04,,4141.58,,22025.87,7695.63
g_0,3.55,3.85,5.41,4.42,5.37,16.64,318.32,,1257.3,1258.7,1434.52,3229.31,,6673.24,11011.39,
