,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.1,2.92,2.93,2.86,2.96,2.28,0.56,0.98,0.56,0.58,0.55,0.72,0.31,0.56,0.44,0.54
e_1,1.74,1.1,3.24,3.61,3.08,3.08,0.95,1.03,0.66,0.65,0.75,0.91,0.47,0.6,0.85,0.48
d_1,3.65,3.53,1.1,3.22,3.5,2.77,0.84,0.58,1.2,0.63,0.61,0.67,0.43,0.67,0.64,0.29
c_1,3.12,2.67,4.8,1.11,3.63,2.81,1.22,1.01,0.39,1.14,0.71,0.82,0.46,0.65,0.65,0.5
b_1,4.53,4.11,4.11,2.04,1.12,4.44,1.24,1.05,0.81,1.05,1.18,0.83,0.61,0.72,0.98,0.58
a_1,7.09,5.83,6.3,5.93,2.59,1.14,1.62,1.77,1.28,1.36,1.72,1.11,1.17,1.96,1.16,0.79
h_1,11.5,12.58,9.96,12.38,11.21,9.4,1.61,3.17,2.75,2.37,2.37,2.25,2.23,2.02,1.85,1.69
g_1,16.16,14.37,12.74,14.24,15.0,14.31,3.67,1.67,3.13,3.21,3.29,2.77,1.55,2.77,2.59,2.36
d_0,14.25,8.71,22.66,15.28,15.75,13.41,4.69,6.43,2.12,3.29,3.51,3.37,2.27,2.87,2.92,2.64
c_0,17.85,17.13,8.7,23.04,14.84,13.6,4.08,3.92,5.08,1.86,2.71,2.79,2.16,2.83,2.72,1.75
b_0,17.6,15.14,14.31,25.06,21.16,14.53,4.69,4.16,3.15,1.88,1.94,2.88,2.43,2.83,2.97,2.14
f_0,29.75,18.06,17.49,19.58,19.42,14.98,5.83,3.02,4.17,4.04,3.88,1.9,2.41,3.57,3.0,1.57
h_0,24.34,19.94,22.21,25.27,24.87,18.44,8.32,5.52,4.12,5.04,4.16,4.26,4.46,3.67,3.95,3.28
a_0,24.66,21.72,22.36,24.48,27.79,38.36,7.24,6.49,4.68,4.25,2.59,4.37,3.23,2.34,4.26,3.48
e_0,37.87,33.79,27.67,29.84,29.23,23.11,9.13,7.98,5.75,5.8,5.1,2.95,3.36,4.85,2.47,3.61
g_0,36.75,32.58,27.45,39.16,38.84,39.14,7.0,9.88,6.82,6.3,6.51,6.07,3.6,5.29,5.89,5.09
