,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.17,1.67,2.01,1.67,1.25,0.65,0.72,0.64,0.5,0.49,0.59,0.42,0.53,0.56,0.43
f_1,1.82,1.05,1.59,1.7,1.46,1.27,0.5,0.68,0.52,0.46,0.49,0.55,0.33,0.38,0.45,0.43
d_1,2.09,1.87,1.05,1.66,1.58,1.4,0.58,0.48,0.79,0.64,0.57,0.5,0.39,0.49,0.45,0.27
c_1,1.56,2.0,2.32,1.05,2.22,1.63,0.73,0.66,0.37,0.57,0.45,0.52,0.45,0.46,0.46,0.4
b_1,2.17,2.46,2.24,1.25,1.06,2.62,0.79,0.75,0.62,0.85,0.8,0.57,0.49,0.56,0.49,0.44
a_1,3.55,3.2,2.8,3.01,1.58,1.06,1.24,1.2,1.13,1.06,1.06,0.96,0.77,1.15,0.83,0.63
h_1,4.75,5.48,5.14,5.08,4.78,3.73,1.29,2.05,1.42,1.52,1.43,1.74,1.33,1.2,1.31,1.15
g_1,5.37,5.32,5.23,5.44,5.3,3.94,1.67,1.29,1.68,1.67,1.6,1.79,1.02,1.45,1.47,1.24
d_0,3.75,5.73,6.87,6.56,5.52,4.2,2.34,2.19,1.39,1.45,1.53,1.58,1.37,1.55,1.45,1.41
c_0,5.89,6.3,3.72,7.94,4.93,4.01,2.17,2.03,2.89,1.39,2.01,1.89,1.34,1.69,1.46,1.28
b_0,6.02,6.64,5.11,9.52,6.33,4.46,2.46,2.05,2.4,1.17,1.41,1.75,1.63,2.01,1.55,1.74
f_0,6.81,9.02,6.08,6.58,6.23,5.15,2.3,1.74,2.0,1.76,1.87,1.38,1.54,1.99,1.87,0.96
h_0,7.35,8.39,7.43,7.21,6.84,5.36,3.39,2.94,2.39,2.16,2.02,1.92,1.96,1.89,1.77,1.76
a_0,7.15,9.48,7.71,8.78,8.47,6.94,3.52,2.95,2.37,1.95,1.41,2.24,1.83,1.44,2.26,1.74
e_0,10.19,11.83,7.42,8.1,8.91,6.07,3.55,2.78,2.66,2.41,2.52,1.44,2.03,2.33,1.48,1.7
g_0,8.98,9.48,10.25,9.26,9.39,7.96,2.87,3.28,2.81,2.81,2.43,2.88,1.67,2.58,2.29,2.21
