,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.62,75.82,115.46,99.23,163.35,451.68,14976.8,36894.76,22639.7,25340.21,39131.58,53791.83,124412.87,148559.5,166213.52,301604.71
f_1,91.22,119.43,83.78,100.87,131.89,427.8,12361.34,24054.95,19512.47,22437.99,35749.25,33524.71,92444.08,119976.38,115777.27,260402.11
c_1,56.45,78.0,125.32,99.69,221.26,499.28,14196.04,17431.56,18567.38,18365.67,26579.93,39064.16,102323.75,116916.7,151842.85,267537.9
d_1,60.42,75.63,65.01,148.7,130.14,413.48,12728.14,16685.91,19552.63,33814.8,40440.71,42783.29,103249.52,142021.22,151212.17,230230.66
b_1,46.57,67.04,59.14,82.77,202.56,640.75,11336.18,16854.51,18134.03,21579.31,26705.07,36179.76,90467.18,80873.24,133425.39,221055.14
a_1,38.61,51.59,43.02,60.22,72.76,511.54,8895.4,13318.82,12608.29,14663.4,22719.78,24256.9,66521.59,64263.63,94139.13,159887.39
h_1,15.06,23.19,19.13,22.98,33.8,103.86,4336.72,4967.95,5897.34,4695.13,7373.55,9998.94,22085.48,30393.3,35249.74,66098.28
d_0,10.66,15.32,26.85,17.67,34.0,81.62,2951.17,5376.32,4376.02,3834.11,7395.57,9032.81,21329.09,25653.73,36077.15,56523.94
g_1,12.18,14.81,17.6,26.35,29.13,84.29,2448.22,3746.5,6092.41,5089.38,6935.39,11146.6,22224.27,23449.16,39446.32,46997.35
c_0,12.69,17.68,15.72,19.94,22.72,89.62,3149.23,4947.97,4354.02,6090.1,11258.72,10052.75,23492.93,32417.13,35901.04,56993.46
b_0,11.54,15.14,17.38,17.12,21.74,68.98,2551.2,4176.52,4097.71,3884.9,8126.2,8210.83,19929.02,38241.51,30790.72,44369.61
f_0,8.62,13.81,15.33,18.76,25.32,71.17,2533.55,3515.62,3458.17,3806.27,6030.2,9402.6,19923.51,25218.12,41735.17,42459.42
h_0,8.32,12.58,10.39,15.0,17.38,52.29,1396.89,2751.06,3141.34,3153.99,4589.99,5216.06,13009.03,15626.45,20546.37,43039.39
a_0,7.45,10.83,10.2,11.69,16.6,40.15,1584.55,2669.09,2488.36,2791.74,3918.56,4817.47,13817.71,21471.03,19601.98,32404.26
e_0,6.43,9.83,9.56,11.85,15.84,51.94,1676.21,2170.86,2295.93,2576.05,4014.0,4229.94,11991.23,13764.55,24235.75,29178.03
g_0,5.72,7.44,7.74,13.64,13.51,43.53,1348.02,1869.49,2003.31,2471.19,3738.26,5744.59,10194.75,12277.66,18588.78,23612.15
