,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9294.6,6207.71,4854.83,7446.92,15765.24,55434.51,4572226.78,11611617.63,16627482.38,20370790.97,25439151.92,20368747.49,152336706.05,113695011.88,318903599.88,202368390.88
e_1,4102.93,9827.94,3905.55,9906.48,16859.04,59844.64,5014318.18,13465064.11,18614073.94,35669210.42,28037076.77,36354510.64,163977270.02,164240747.66,363549744.06,188606128.12
d_1,3981.13,3223.6,15143.16,6312.2,16719.84,61219.61,5143933.82,14048079.66,35574225.45,12669134.96,33818367.69,43737658.34,176359936.43,153393308.12,423857537.65,253744220.74
c_1,3233.61,3242.79,5323.16,23123.43,33797.94,57271.71,4673749.22,13107602.31,9835584.75,18037351.68,20433110.03,41635833.89,154951616.22,144658285.71,328487390.96,273573675.6
b_1,3221.93,3407.18,5998.41,7162.18,67360.77,136471.42,4406279.68,12001205.46,16621527.86,18152942.28,16341428.98,35042967.52,153405422.46,112136170.21,414402661.12,281023570.6
a_1,3510.94,3839.14,6687.51,6408.22,18667.93,326519.59,4646064.22,12154550.59,20069225.78,14525506.09,28083071.55,42483029.78,187443831.33,91358527.34,478218244.31,327254375.94
h_1,4933.59,3997.44,6407.43,8104.65,20471.34,63589.92,9849031.57,18195376.02,19121600.53,20551749.45,30725470.67,44549715.27,149735221.79,134377880.18,558792814.77,320324726.83
g_1,3936.65,3229.99,8522.0,8431.59,19350.74,71787.09,4805149.94,33793335.2,19642070.13,16103482.57,27647626.85,58394615.69,157840833.78,147237869.82,299589055.45,360210800.35
c_0,4351.79,4397.0,6318.45,6804.36,14912.94,65070.16,6001087.08,15644098.33,35803650.18,18504877.68,57757458.17,52879619.66,195889669.98,191704160.25,548058941.49,364552586.54
d_0,3703.37,3859.27,3669.36,15595.23,21854.23,72141.97,4995549.86,13338588.63,16246957.03,34084754.68,25478856.02,48062509.66,161406773.23,133405873.26,381407650.25,301618847.68
b_0,4628.37,4399.76,5506.17,8730.22,12665.54,52743.18,5955331.38,15022614.47,22704631.87,23645937.18,53818507.32,48309452.55,213902765.76,336048241.21,515976499.71,413662373.9
f_0,3088.59,3175.72,6755.89,8901.77,21248.99,89906.86,5898030.58,15748297.16,23472811.45,21659127.18,31614618.0,81736804.24,172959382.35,168858394.16,419255615.54,712216768.06
h_0,5361.32,3958.33,5962.66,8678.73,15619.65,69566.81,4021183.1,18404665.56,21428760.78,20113378.98,30070093.91,39713038.44,115909188.84,164281690.14,571284073.31,299989762.54
a_0,4588.24,3756.23,5976.69,8472.61,22305.92,56492.6,5858218.87,15370543.89,22821630.23,24932346.75,24674730.34,53975692.52,211414363.58,340200000.0,450994818.43,401520081.5
g_0,3368.88,3539.88,9126.21,8558.2,16139.68,70405.89,5008842.11,12864450.06,24467634.75,19098165.29,32850518.19,67840619.04,202461261.09,168252631.58,368240279.86,313076086.94
e_0,3946.87,3391.77,6523.93,9035.04,20621.81,86907.52,4691788.2,13398413.25,20686095.12,22861430.67,35102255.68,51502170.83,206383759.45,161904985.34,519044553.94,754598961.22
