,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10640.66,6823.64,8788.3,6600.59,13430.05,46216.67,11338064.78,33834385.56,17034923.42,34037845.48,50227343.5,66709572.83,182115044.01,378741372.76,317119286.15,773172246.26
f_1,8079.54,14204.84,6936.17,6570.38,12590.99,49161.49,10745624.81,22462097.57,15425264.46,37182890.15,46677332.24,45731000.78,179327517.74,310655121.6,317069412.53,679290600.43
c_1,4476.02,5992.55,15268.58,7600.65,24938.27,51534.74,10225619.27,20224022.6,15092781.53,28001707.1,33627541.15,66742538.73,190287646.21,307950483.4,398947938.53,743523798.37
d_1,4537.49,6594.5,5400.99,18292.61,14284.15,57025.71,13133440.61,14858246.55,19684648.26,72682239.29,54047192.13,71050658.45,206672020.94,371820370.08,443541951.71,846004367.8
b_1,4562.57,6347.96,6475.19,7331.33,37784.3,108691.4,10182309.07,18319234.11,16275438.21,37482676.8,34443720.55,59407336.12,185972277.76,294404725.86,443871974.64,686532506.33
a_1,5041.68,6614.42,7004.73,8080.7,13124.69,196474.07,10435942.14,17881164.74,19107755.97,43700998.79,57415470.96,67671402.03,221612622.74,340113198.6,453829018.46,813183693.36
h_1,5267.5,8717.6,6884.12,8952.37,12831.46,47837.49,22902031.85,19337887.58,24526951.62,46714205.64,48298732.49,68940060.06,167799158.51,411173777.89,394334877.16,1014378444.97
d_0,4916.98,7066.38,11747.95,5507.53,16642.0,57386.64,13171895.93,29799189.8,15230392.18,30473253.39,49144469.79,63381713.79,191561028.97,403796836.58,447972046.6,781565610.35
g_1,4556.55,6501.66,6719.1,11271.94,14502.96,56437.28,12719541.64,18528643.34,38356697.08,50197095.68,52290983.52,106556265.33,213014500.62,329321298.6,549023415.13,756900568.44
c_0,5524.53,7780.76,6600.18,8760.51,11889.58,55499.87,13337484.65,22914279.4,21306164.4,67372053.9,91095785.35,73314005.36,228873116.94,490643329.7,549731778.67,842882131.59
b_0,5338.87,7076.17,8660.47,8985.44,10458.44,43696.45,13076681.92,25064115.23,17689874.88,47971872.34,82282078.32,70204952.25,211140605.17,769598775.63,541644722.06,911008251.74
f_0,4088.94,6267.88,7789.58,8747.78,16428.25,67935.04,14133645.72,23137606.83,19839024.1,44052713.5,60954381.14,114743185.56,229126575.54,364092618.87,978739416.37,985430932.98
h_0,5751.42,8963.22,7000.73,9377.59,14273.12,53462.32,10138424.49,19098563.19,23227115.61,40605412.88,47145165.55,69374344.16,157062383.12,356007421.26,435067053.88,1001824566.15
a_0,5198.25,7656.03,8034.98,8317.42,13758.59,52886.94,13199281.58,23742519.61,15571853.41,51541379.36,53755178.16,72348485.12,222258286.97,682208224.06,469164517.92,855192241.04
e_0,4354.03,7630.75,7791.94,8694.34,14760.56,73267.46,12941781.37,17538381.65,17905279.18,41735775.04,47511269.89,71681354.73,216525624.66,383243512.68,896086555.28,1015454559.64
g_0,4641.73,5900.42,6579.41,12735.45,15591.65,52253.88,11264503.16,17603382.39,16715586.95,46483404.23,54986819.35,98942987.55,208915720.84,417075793.84,579102620.04,662232145.8
