,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.27,0.94,0.94,0.81,0.72,0.6,0.69,0.57,0.55,0.53,0.5,0.46,0.47,0.41,0.55
e_1,0.78,1.0,0.89,1.16,1.01,0.86,0.72,0.6,0.65,0.94,0.62,0.7,0.63,0.66,0.67,0.65
d_1,1.06,1.13,1.0,0.89,0.95,0.91,0.79,0.57,0.83,0.68,0.65,0.62,0.57,0.52,0.47,0.45
c_1,1.08,0.86,1.13,1.0,1.24,0.88,0.64,0.73,0.55,0.46,0.61,0.68,0.65,0.54,0.66,0.51
b_1,1.23,0.99,1.05,0.82,1.0,1.21,0.72,0.73,0.76,0.65,0.74,0.65,0.63,0.54,0.64,0.58
a_1,1.38,1.17,1.09,1.12,0.82,1.0,1.0,0.87,0.84,0.93,0.97,0.61,0.74,0.93,0.66,0.77
h_1,1.68,1.41,1.36,1.46,1.25,0.98,1.0,1.31,0.91,0.82,0.86,0.78,1.12,0.93,0.83,0.87
g_1,1.42,1.68,1.77,1.33,1.48,1.2,0.76,1.0,1.05,0.8,1.0,1.23,0.79,0.94,0.84,0.85
c_0,1.89,1.54,1.18,1.67,1.2,1.17,1.12,0.95,1.0,1.3,1.39,1.16,1.07,0.98,0.97,0.96
d_0,1.68,1.08,1.53,2.21,1.45,1.02,1.26,1.36,0.78,1.0,1.01,0.79,1.08,0.85,0.79,0.9
b_0,1.9,1.62,1.59,1.72,1.26,1.14,1.14,0.94,0.74,1.01,1.0,0.9,1.0,1.2,0.98,0.88
f_0,1.73,1.51,1.5,1.47,1.63,1.54,1.25,0.81,0.9,1.26,1.12,1.0,1.11,1.22,1.36,0.75
h_0,2.23,1.65,1.77,1.55,1.63,1.36,0.89,1.25,0.91,0.94,0.98,0.84,1.0,0.89,0.96,0.95
a_0,2.18,1.55,1.9,1.9,1.96,1.19,1.12,1.06,1.03,1.14,0.85,0.91,1.09,1.0,0.79,0.94
e_0,2.34,1.55,2.01,1.58,1.78,1.35,1.16,1.26,1.04,1.24,1.07,0.76,1.08,1.42,1.0,0.87
g_0,1.78,1.58,2.17,1.82,1.72,1.42,1.15,1.12,1.08,1.05,1.12,1.35,1.08,1.0,1.22,1.0
