,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,0.23,0.15,0.18,0.12,0.11,0.23,0.16,0.24,0.22,0.21,,0.2,0.17,,0.21
e_1,0.16,1.49,0.16,0.19,0.15,0.13,0.16,0.18,0.29,0.19,0.21,0.24,0.22,0.16,,0.1
d_1,0.18,0.15,1.53,0.14,0.15,0.17,0.22,0.16,,0.36,0.16,0.19,0.22,0.15,0.2,0.15
c_1,0.17,0.18,0.15,1.53,0.3,0.18,0.24,0.15,0.21,,0.13,0.18,0.22,,0.15,0.19
b_1,0.25,0.18,0.17,0.12,1.59,0.22,0.2,0.22,0.17,0.21,,0.18,0.25,0.15,0.17,0.2
a_1,0.23,0.2,0.17,0.15,0.14,1.76,0.26,0.21,0.25,0.18,0.19,,0.25,,0.17,0.21
h_1,0.45,0.45,0.38,0.34,0.29,0.23,1.63,0.63,0.47,0.32,0.46,0.44,,0.41,0.44,0.65
g_1,0.38,0.33,0.59,0.43,0.36,0.34,0.35,1.71,0.41,0.49,0.39,0.55,0.58,0.35,0.48,
d_0,0.49,0.5,,0.67,0.43,0.34,0.61,0.5,1.41,0.59,0.57,0.55,0.42,0.39,0.34,0.57
c_0,0.47,0.46,0.46,,0.39,0.34,0.62,0.5,0.46,1.48,0.98,0.48,0.69,0.35,,0.45
b_0,0.47,0.45,0.48,0.51,,0.3,0.62,0.55,0.52,0.47,1.48,0.58,0.65,0.85,0.46,0.6
f_0,,0.35,0.57,0.48,0.51,,0.53,0.47,0.61,0.6,0.51,1.52,0.73,0.53,0.85,0.45
h_0,0.66,0.65,0.6,0.71,0.5,0.43,,0.72,0.95,0.57,0.65,0.61,,0.54,0.5,0.94
a_0,0.42,0.5,0.5,,0.61,,0.6,0.5,0.64,0.58,0.34,0.6,0.71,1.63,0.45,0.55
e_0,,,0.46,0.5,0.59,0.44,0.63,0.46,0.82,,0.58,0.42,0.69,0.71,1.63,
g_0,0.7,0.89,0.95,0.55,0.48,0.44,0.54,,0.62,0.69,0.75,0.75,0.7,0.84,,
