,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.22,0.96,0.86,0.68,0.72,0.91,0.72,0.61,0.65,0.71,0.6,0.54,0.72,0.61
f_1,1.19,1.0,1.03,0.93,0.93,0.87,0.54,0.61,0.69,0.57,0.63,0.6,0.5,0.48,0.45,0.55
c_1,0.82,0.97,1.0,1.14,1.31,0.77,0.73,0.5,0.7,0.54,0.55,0.6,0.59,0.57,0.49,0.56
d_1,1.04,1.07,0.88,1.0,1.02,0.87,0.71,0.76,0.58,0.82,0.64,0.59,0.63,0.58,0.56,0.45
b_1,1.16,1.07,0.77,0.98,1.0,1.4,0.71,0.68,0.69,0.7,0.62,0.63,0.67,0.63,0.61,0.5
a_1,1.46,1.16,1.28,1.16,0.72,1.0,0.88,0.73,0.82,0.76,0.83,0.69,0.84,0.79,0.59,0.7
h_1,1.41,1.81,1.38,1.42,1.33,1.15,1.0,0.91,1.16,0.85,0.86,0.93,0.77,0.79,0.69,0.99
d_0,1.15,1.61,2.0,1.31,1.47,1.34,1.16,1.0,0.94,0.85,0.94,0.91,0.88,0.79,0.95,0.9
g_1,1.4,1.43,1.46,1.76,1.4,1.23,0.85,1.05,1.0,0.94,1.01,1.19,0.76,0.85,0.9,0.93
c_0,1.62,1.72,1.96,1.18,1.37,1.28,1.17,1.18,1.01,1.0,1.46,1.02,1.03,0.84,1.06,0.95
b_0,1.5,1.65,1.84,1.61,1.35,1.18,1.17,1.03,1.01,0.7,1.0,0.95,1.01,1.3,1.12,0.86
f_0,1.37,1.73,1.58,1.57,1.62,1.45,1.17,1.11,0.84,0.98,1.1,1.0,0.94,0.86,1.42,0.86
h_0,1.58,2.04,1.64,1.65,1.4,1.17,1.24,1.09,1.29,0.99,1.02,1.04,1.0,0.88,0.92,1.06
a_0,1.75,2.11,1.74,1.72,1.75,1.48,1.27,1.23,1.11,1.26,0.81,1.11,1.09,1.0,0.98,0.89
e_0,1.69,2.42,1.92,1.75,1.63,1.79,1.47,1.05,1.14,0.96,0.88,0.74,1.15,0.96,1.0,1.1
g_0,1.7,1.79,1.69,2.35,1.9,1.46,1.03,1.1,1.1,1.08,1.21,1.21,0.92,1.07,0.94,1.0
