,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.4,0.43,0.58,0.43,0.36,0.48,0.52,0.93,0.58,0.54,0.55,0.58,0.45,0.26,0.49
f_1,0.75,1.51,0.47,0.46,0.38,0.37,0.46,0.49,0.5,0.53,0.51,0.25,0.57,0.44,0.4,0.55
d_1,0.51,0.49,1.54,0.36,0.48,0.38,0.48,0.43,0.27,0.86,0.66,0.52,0.61,0.46,0.47,0.42
c_1,0.38,0.48,0.47,1.57,0.74,0.38,0.6,0.48,0.49,0.19,0.51,0.49,0.55,0.55,0.51,0.57
b_1,0.47,0.57,0.46,0.42,1.58,0.6,0.66,0.53,0.53,0.56,0.17,0.57,0.57,0.29,0.58,0.45
a_1,0.54,0.56,0.48,0.5,0.35,1.74,0.67,0.56,0.63,0.63,0.58,0.63,0.74,0.28,0.43,0.67
h_1,0.73,1.07,0.8,0.62,0.61,0.49,1.7,0.97,0.82,0.8,0.69,0.85,0.48,0.7,0.75,1.1
g_1,0.62,0.68,1.17,0.75,0.66,0.57,0.82,1.76,0.86,0.81,0.89,1.38,0.79,0.62,0.66,0.6
d_0,0.7,0.81,0.42,1.2,0.74,0.66,0.75,0.74,1.49,0.77,0.92,1.01,0.94,0.71,0.71,0.63
c_0,0.78,0.96,0.75,0.65,0.51,0.61,0.89,0.91,1.01,1.54,1.48,0.92,1.01,1.02,0.84,0.83
b_0,0.89,0.79,0.73,0.79,0.61,0.6,1.02,0.8,1.01,0.98,1.58,0.92,0.95,1.39,0.8,0.88
f_0,0.82,0.5,0.9,0.85,0.75,0.65,0.92,0.71,0.93,0.85,0.91,1.53,0.9,0.82,1.4,0.84
h_0,0.83,1.11,0.82,0.75,0.77,0.52,0.53,1.04,0.96,0.96,0.83,1.02,0.61,0.87,0.67,1.16
a_0,0.93,0.95,0.87,0.66,0.9,0.38,1.05,1.01,0.8,1.01,0.84,0.99,0.91,1.7,0.86,0.99
e_0,0.52,0.94,0.96,0.73,0.78,0.75,1.06,1.16,1.13,0.86,0.9,0.97,1.22,0.81,1.72,1.06
g_0,0.86,0.8,1.12,0.76,0.86,0.49,0.75,0.54,1.04,0.94,0.81,1.29,0.87,0.77,0.95,0.66
