,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,0.86,0.82,0.91,0.92,0.79,0.18,0.28,0.2,0.16,0.16,0.24,0.1,0.17,0.16,0.14
e_1,0.61,0.43,0.94,1.07,0.83,0.9,0.28,0.26,0.21,0.19,0.2,0.28,0.14,0.18,0.23,0.15
d_1,1.02,1.09,0.4,0.91,1.0,0.82,0.25,0.17,0.27,0.19,0.18,0.19,0.13,0.18,0.18,0.09
c_1,1.05,0.79,1.25,0.39,0.93,0.89,0.31,0.29,0.12,0.26,0.2,0.18,0.15,0.2,0.2,0.13
b_1,1.29,0.99,1.14,0.59,0.38,0.99,0.33,0.35,0.22,0.32,0.37,0.22,0.17,0.23,0.23,0.16
a_1,1.53,1.33,1.41,1.24,0.66,0.32,0.36,0.35,0.31,0.25,0.33,0.26,0.21,0.38,0.26,0.24
h_1,1.74,1.85,1.53,1.72,1.6,1.5,0.29,0.46,0.39,0.32,0.32,0.33,0.33,0.32,0.3,0.26
g_1,2.0,2.03,1.74,2.05,1.85,2.01,0.43,0.26,0.42,0.38,0.37,0.36,0.22,0.36,0.33,0.29
d_0,1.88,1.22,2.66,2.43,2.13,1.81,0.74,0.72,0.3,0.38,0.41,0.46,0.32,0.38,0.46,0.37
c_0,2.18,2.09,1.26,3.07,2.13,1.58,0.64,0.6,0.68,0.3,0.42,0.42,0.31,0.46,0.4,0.28
b_0,2.07,2.04,1.76,2.77,2.62,2.08,0.62,0.67,0.44,0.26,0.28,0.39,0.29,0.42,0.38,0.29
f_0,2.64,2.22,1.96,2.19,2.23,2.16,0.59,0.42,0.46,0.43,0.4,0.26,0.32,0.45,0.34,0.21
h_0,2.46,2.31,2.13,2.42,2.54,1.89,0.85,0.63,0.52,0.48,0.47,0.48,0.38,0.51,0.44,0.32
a_0,2.39,2.5,2.19,2.79,4.08,2.84,0.67,0.79,0.48,0.42,0.29,0.48,0.39,0.25,0.54,0.36
e_0,3.37,3.01,2.58,2.52,2.11,2.34,0.79,0.57,0.58,0.5,0.49,0.3,0.4,0.5,0.25,0.35
g_0,2.86,2.73,2.43,2.89,3.04,2.21,0.65,0.94,0.64,0.49,0.49,0.59,0.33,0.55,0.55,0.41
