,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.95,0.7,0.4,0.43,0.41,0.26,0.27,0.23,0.25,0.23,0.24,0.16,0.24,0.17,0.14,0.19
e_1,0.45,0.95,0.38,0.52,0.42,0.29,0.33,0.3,0.28,0.47,0.26,0.27,0.28,0.21,0.14,0.23
d_1,0.52,0.49,0.94,0.34,0.42,0.3,0.34,0.49,0.23,0.24,0.31,0.32,0.27,0.22,0.23,0.21
c_1,0.49,0.4,0.51,0.95,0.68,0.23,0.29,0.16,0.25,0.22,0.21,0.27,0.24,0.21,0.18,0.22
b_1,0.47,0.44,0.52,0.39,0.94,0.58,0.34,0.28,0.27,0.26,0.2,0.25,0.28,0.17,0.21,0.26
a_1,0.59,0.49,0.59,0.65,0.34,0.94,0.41,0.4,0.31,0.31,0.36,0.28,0.32,0.19,0.21,0.29
h_1,0.96,0.68,0.76,0.64,0.64,0.45,0.76,0.41,0.48,0.45,0.44,0.4,0.33,0.28,0.27,0.45
c_0,0.94,0.83,0.67,0.74,0.55,0.51,0.54,0.7,0.33,0.46,0.75,0.45,0.42,0.39,0.36,0.34
g_1,0.75,0.69,1.11,0.73,0.66,0.48,0.43,0.56,0.74,0.42,0.37,0.61,0.41,0.39,0.33,0.32
d_0,0.93,0.69,0.5,1.35,0.66,0.55,0.46,0.45,0.43,0.64,0.45,0.39,0.4,0.35,0.27,0.37
b_0,0.93,0.88,0.78,0.89,0.6,0.38,0.38,0.46,0.54,0.52,0.66,0.43,0.49,0.68,0.4,0.43
f_0,0.78,0.73,0.79,0.87,0.86,0.54,0.55,0.52,0.4,0.52,0.48,0.66,0.49,0.38,0.64,0.32
h_0,1.16,0.85,0.85,0.84,0.74,0.57,0.42,0.56,0.6,0.54,0.51,0.42,0.4,0.37,0.34,0.58
a_0,1.08,0.88,0.89,0.83,0.83,0.44,0.68,0.54,0.4,0.53,0.41,0.49,0.51,0.63,0.38,0.44
e_0,1.08,0.77,0.84,0.9,0.9,0.51,0.65,0.55,0.54,0.57,0.52,0.37,0.51,0.39,0.64,0.49
g_0,0.89,0.83,1.31,0.96,0.77,0.54,0.55,0.6,0.38,0.45,0.46,0.76,0.38,0.4,0.34,0.36
