,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.59,0.92,1.06,0.92,0.85,0.28,0.3,0.22,0.2,0.2,0.24,0.12,0.18,0.24,0.15
f_1,0.89,0.42,0.86,0.9,0.81,0.86,0.2,0.28,0.2,0.18,0.19,0.24,0.1,0.17,0.18,0.15
d_1,1.18,0.98,0.4,1.03,0.94,0.82,0.23,0.17,0.3,0.19,0.18,0.16,0.12,0.16,0.15,0.09
c_1,0.8,0.98,1.22,0.39,1.0,0.84,0.31,0.32,0.13,0.27,0.19,0.19,0.15,0.22,0.25,0.14
b_1,0.95,1.08,1.12,0.61,0.38,1.12,0.26,0.29,0.22,0.31,0.31,0.24,0.16,0.24,0.24,0.15
a_1,1.28,1.39,1.22,1.16,0.69,0.32,0.42,0.4,0.26,0.28,0.35,0.27,0.2,0.34,0.23,0.2
h_1,1.86,1.86,1.86,1.49,1.49,1.49,0.28,0.51,0.41,0.4,0.38,0.32,0.32,0.32,0.32,0.27
g_1,1.85,2.01,1.93,1.98,1.71,1.44,0.41,0.27,0.41,0.39,0.36,0.37,0.21,0.39,0.37,0.28
d_0,1.31,1.85,2.44,2.11,2.01,1.52,0.64,0.66,0.3,0.46,0.38,0.39,0.3,0.46,0.44,0.32
c_0,1.95,2.18,1.21,3.22,1.96,1.8,0.61,0.54,0.63,0.29,0.41,0.41,0.27,0.38,0.35,0.25
b_0,1.99,2.09,1.7,2.64,2.69,1.77,0.71,0.59,0.49,0.27,0.29,0.39,0.39,0.35,0.36,0.27
f_0,2.03,2.84,2.19,2.11,2.01,1.73,0.59,0.4,0.44,0.45,0.39,0.29,0.32,0.43,0.35,0.2
h_0,2.27,2.68,2.4,2.54,2.56,2.12,0.88,0.72,0.59,0.49,0.48,0.49,0.44,0.44,0.46,0.31
a_0,2.33,2.47,2.46,2.7,3.23,2.04,0.82,0.76,0.53,0.41,0.31,0.47,0.37,0.26,0.47,0.37
e_0,2.64,3.62,2.49,2.5,1.98,2.13,0.71,0.58,0.59,0.6,0.55,0.28,0.43,0.52,0.25,0.26
g_0,2.83,3.04,2.8,2.84,2.83,2.36,0.62,0.89,0.71,0.58,0.58,0.51,0.33,0.57,0.47,0.47
