,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.89,0.26,0.17,0.26,0.16,0.1,0.22,0.17,0.17,0.35,0.19,0.16,0.14,0.2,0.06,0.14
f_1,0.38,0.89,0.18,0.21,0.15,0.13,0.19,0.13,0.19,0.19,0.16,0.08,0.14,0.16,0.09,0.13
d_1,0.19,0.24,0.9,0.15,0.21,0.12,0.23,0.16,0.37,0.08,0.21,0.16,0.12,0.17,0.12,0.17
c_1,0.2,0.17,0.21,0.89,0.37,0.12,0.19,0.13,0.06,0.18,0.11,0.18,0.09,0.16,0.12,0.15
b_1,0.2,0.26,0.22,0.18,0.88,0.24,0.2,0.14,0.18,0.16,0.11,0.15,0.1,0.18,0.14,0.15
a_1,0.22,0.19,0.25,0.25,0.17,0.87,0.23,0.17,0.16,0.18,0.19,0.17,0.06,0.19,0.11,0.16
h_1,0.22,0.35,0.28,0.29,0.23,0.14,0.58,0.24,0.21,0.19,0.22,0.18,0.15,0.14,0.12,0.27
g_1,0.21,0.23,0.4,0.31,0.21,0.12,0.28,0.57,0.23,0.19,0.21,0.32,0.15,0.19,0.15,0.14
c_0,0.27,0.31,0.3,0.17,0.2,0.13,0.25,0.22,0.46,0.19,0.45,0.21,0.23,0.26,0.15,0.23
d_0,0.28,0.3,0.13,0.49,0.23,0.14,0.27,0.17,0.15,0.43,0.19,0.2,0.12,0.18,0.12,0.15
b_0,0.24,0.33,0.31,0.29,0.11,0.12,0.24,0.18,0.3,0.22,0.47,0.23,0.36,0.29,0.15,0.2
f_0,0.23,0.19,0.3,0.28,0.27,0.16,0.29,0.21,0.25,0.2,0.24,0.45,0.13,0.24,0.33,0.22
a_0,0.29,0.27,0.28,0.31,0.2,0.09,0.26,0.21,0.23,0.27,0.23,0.21,0.42,0.24,0.13,0.23
h_0,0.29,0.39,0.29,0.24,0.22,0.12,0.16,0.26,0.23,0.24,0.21,0.15,0.15,0.13,0.14,0.25
e_0,0.17,0.28,0.33,0.26,0.27,0.16,0.25,0.19,0.31,0.22,0.25,0.23,0.16,0.23,0.38,0.22
g_0,0.23,0.25,0.43,0.25,0.23,0.13,0.22,0.14,0.24,0.19,0.21,0.34,0.11,0.23,0.21,0.15
