,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.1,2.82,3.08,2.76,3.05,2.62,0.67,0.64,0.8,0.58,0.61,0.84,0.32,0.58,0.47,0.53
e_1,1.78,1.11,3.01,3.4,3.31,2.98,1.04,0.67,1.02,0.63,0.58,0.74,0.48,0.58,0.51,1.05
d_1,3.54,3.69,1.09,3.08,3.25,3.0,0.92,1.11,0.58,0.61,0.55,0.59,0.43,0.58,0.31,0.59
c_1,3.46,2.55,4.63,1.11,2.94,3.17,0.92,0.4,0.98,0.96,0.74,0.66,0.52,0.68,0.46,0.72
b_1,4.26,4.02,4.24,2.23,1.12,3.99,1.24,0.85,1.26,1.35,1.71,0.68,0.52,0.83,0.62,0.85
a_1,7.54,6.37,5.16,5.34,3.04,1.14,1.75,1.58,1.78,1.46,1.76,1.21,1.13,1.86,0.74,1.25
h_1,11.73,9.68,10.4,10.64,11.17,7.95,1.55,1.97,3.15,2.09,1.81,1.85,1.97,1.77,1.55,1.7
d_0,13.32,8.37,23.64,17.37,14.89,12.98,4.57,2.03,6.04,3.03,2.77,3.02,2.43,2.66,2.51,3.59
g_1,17.63,14.48,15.95,13.22,14.66,12.63,3.32,3.67,1.67,3.51,3.01,2.64,1.53,2.71,2.51,2.66
c_0,18.06,14.19,8.43,25.5,15.47,11.9,4.59,4.73,4.12,1.92,2.73,2.76,2.51,2.98,2.17,3.21
b_0,19.1,16.03,14.39,26.12,25.41,12.63,5.24,4.39,4.49,1.98,2.03,3.31,2.62,3.19,2.39,2.87
f_0,27.85,17.34,16.82,18.79,20.37,16.84,5.72,3.86,3.57,3.69,3.28,2.15,2.81,3.66,1.86,4.08
h_0,24.01,23.46,20.49,20.08,23.08,21.24,8.18,4.93,6.45,4.83,4.71,4.3,3.84,4.24,2.98,4.17
a_0,24.49,23.77,23.81,25.5,29.16,25.6,7.64,5.01,6.45,3.91,2.55,4.26,3.58,2.36,3.52,5.36
g_0,28.73,25.64,23.64,27.94,24.3,21.73,5.75,5.12,9.76,4.83,4.34,5.34,3.1,5.05,5.3,5.52
e_0,27.85,36.63,23.64,26.78,27.98,23.36,7.9,5.24,6.99,4.76,4.24,2.55,3.94,5.54,3.24,2.14
