,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,16.8,44.2,46.67,29.97,24.04,9.32,9.12,12.22,6.83,5.85,7.52,4.17,7.34,,4.15
f_1,37.57,0.45,38.57,23.73,38.14,32.61,5.45,6.34,9.57,7.4,7.39,,2.73,6.4,7.64,7.76
c_1,39.66,37.26,0.42,46.4,27.51,31.26,9.69,3.54,12.98,,8.5,7.14,4.72,6.73,7.03,6.72
d_1,37.09,42.84,37.49,0.41,33.6,32.3,9.29,,5.55,5.9,7.77,7.62,5.48,7.0,7.37,4.19
b_1,44.02,47.03,21.94,37.65,0.39,44.39,10.2,6.79,8.05,10.75,,6.31,5.24,9.56,7.49,4.51
a_1,57.68,77.86,28.85,45.26,25.85,0.34,14.77,10.74,14.32,8.42,7.9,9.03,5.67,,,7.15
h_1,18.44,18.85,16.42,14.83,24.53,19.98,0.37,3.26,8.92,4.02,2.15,4.82,,3.98,3.05,2.31
d_0,7.73,15.38,12.14,,17.09,16.79,4.14,0.53,3.05,4.15,4.8,2.41,2.44,2.77,2.98,2.44
g_1,19.64,20.16,17.64,16.22,24.97,14.57,4.52,4.5,0.34,5.29,4.32,5.18,2.77,,3.93,
c_0,15.07,14.99,,8.65,17.27,16.37,4.16,3.29,3.23,0.46,3.34,4.58,2.94,3.09,4.83,2.09
b_0,15.87,16.72,24.07,19.67,,26.49,4.56,4.26,3.37,1.53,0.48,2.65,1.89,4.0,3.58,4.04
f_0,17.15,,18.33,20.32,16.43,19.68,5.55,3.01,4.93,4.35,3.57,0.46,1.77,2.37,3.32,1.14
h_0,17.48,12.61,16.43,12.69,9.11,15.67,,2.1,3.31,2.42,2.56,2.51,,2.42,1.7,1.19
a_0,31.72,21.51,20.04,17.09,29.93,,3.8,4.03,,4.43,2.06,3.92,4.05,0.39,3.72,2.37
e_0,,21.32,18.96,26.56,30.89,,7.47,3.99,7.49,5.31,6.19,1.55,2.33,3.63,0.36,
g_0,12.58,14.18,14.41,23.55,14.04,15.87,4.19,3.19,,2.8,2.31,3.53,1.76,4.08,,
