,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.76,1.64,1.84,1.12,1.03,0.98,4.52,11.65,4.52,5.36,6.83,6.58,8.41,6.4,3.53,9.36
f_1,2.25,6.09,1.36,1.15,1.1,1.36,4.24,5.62,4.44,6.15,5.7,3.05,8.79,5.37,4.66,7.04
c_1,1.2,1.28,6.21,1.28,2.4,0.91,4.15,6.66,4.35,1.97,5.03,6.33,9.21,6.71,6.17,7.79
d_1,1.15,1.29,0.98,6.45,1.48,1.23,5.86,2.61,5.29,12.42,7.06,6.54,9.56,7.46,7.14,10.39
b_1,1.22,1.15,1.29,1.33,7.39,2.71,3.76,6.05,3.87,5.63,2.09,5.97,9.31,5.85,7.53,7.93
a_1,1.55,1.36,1.16,1.31,1.16,10.26,4.53,4.84,4.65,6.77,7.28,6.29,10.87,3.08,7.15,11.41
h_1,1.44,2.28,1.33,1.86,1.3,1.33,18.26,6.94,8.38,7.69,6.99,7.9,5.9,8.51,6.74,16.17
d_0,1.59,1.79,3.06,0.68,1.62,1.38,6.66,14.69,4.76,5.51,8.39,7.59,10.6,9.49,9.17,9.85
g_1,1.25,1.43,1.37,2.6,1.37,1.46,6.0,6.76,20.22,8.42,8.8,13.09,10.87,6.96,8.25,7.82
c_0,1.44,1.93,1.0,1.92,1.24,1.69,7.02,7.11,6.42,16.64,16.07,7.91,13.18,9.15,10.07,11.77
b_0,1.6,1.56,1.76,2.01,0.61,1.33,6.24,8.65,6.02,7.81,18.23,8.55,12.58,17.37,12.02,13.06
f_0,1.22,1.08,1.76,1.81,1.68,1.7,6.39,8.21,5.99,7.43,9.89,18.75,12.25,7.53,20.09,17.06
h_0,1.5,2.45,1.66,1.72,1.4,1.33,4.18,7.42,8.05,7.89,7.89,8.7,7.42,8.65,8.21,16.02
a_0,1.46,1.81,1.64,2.03,1.46,0.91,6.26,10.71,4.78,10.6,8.37,8.07,12.33,24.46,8.8,11.04
e_0,0.78,1.91,1.88,1.72,1.67,2.37,7.04,7.36,5.32,6.92,7.19,7.73,12.06,8.17,26.07,17.42
g_0,1.41,1.32,1.34,3.17,1.74,1.6,5.57,5.27,3.27,6.9,9.13,12.08,11.34,9.01,9.89,7.84
