,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,2.78,4.05,3.49,3.48,4.1,1.7,1.97,1.83,1.33,1.86,1.59,1.19,1.56,,1.32
f_1,4.2,0.42,3.96,3.21,3.81,4.03,1.38,2.69,1.49,1.81,,1.34,0.94,1.48,1.28,1.96
d_1,3.82,3.56,0.41,3.71,4.32,3.11,1.75,1.46,,1.67,1.27,1.83,1.29,2.02,1.42,0.98
c_1,4.16,3.71,4.26,0.39,5.43,2.69,1.73,2.29,0.91,,1.65,1.85,1.15,1.22,1.91,1.33
b_1,3.58,3.68,3.55,1.87,0.36,4.38,1.96,2.29,1.41,2.14,1.74,,1.44,1.8,1.45,1.54
a_1,2.87,4.03,4.76,5.0,1.96,0.3,2.61,,1.5,1.82,1.85,,1.34,,,1.25
h_1,1.89,1.91,1.67,1.9,1.88,1.91,0.26,1.06,0.72,0.72,0.83,0.81,,0.74,0.75,0.68
g_1,1.84,1.65,1.86,1.53,1.65,,0.69,0.24,1.26,0.93,0.82,0.84,0.52,1.16,0.99,
d_0,1.0,1.6,,1.95,1.65,1.25,0.95,0.86,0.29,0.69,0.54,0.78,0.72,0.72,0.68,0.71
c_0,2.02,1.34,0.94,,1.6,1.31,1.08,0.79,0.75,0.28,1.1,0.85,0.53,0.59,0.61,0.8
f_0,1.44,,2.1,1.45,1.54,1.39,0.87,0.62,1.03,0.61,0.25,0.92,0.77,0.56,0.9,0.43
b_0,1.59,1.67,1.34,1.7,,,0.97,0.88,0.9,0.45,0.78,0.25,0.78,0.89,0.56,0.51
h_0,1.58,1.41,1.19,1.4,1.14,1.34,,0.85,0.48,0.7,0.66,0.43,,0.45,0.59,0.39
a_0,1.63,2.04,1.35,2.18,1.57,,0.71,0.54,0.8,1.04,0.88,0.45,0.73,0.22,,
e_0,,1.77,1.7,1.78,1.62,,0.89,0.63,0.75,0.78,0.39,0.82,0.72,,0.21,
g_0,1.24,1.04,1.5,1.45,1.2,1.42,0.74,,0.59,0.41,0.65,0.59,0.41,,,
