,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.09,3.02,2.28,3.51,2.73,2.65,10.36,21.59,10.85,11.58,14.34,13.59,17.71,13.89,11.62,19.26
f_1,4.34,6.19,2.45,2.86,2.49,2.95,9.01,13.56,10.12,12.58,13.56,9.46,19.08,12.81,10.27,17.93
d_1,2.53,3.01,6.76,2.16,2.9,3.19,10.44,8.84,12.05,22.81,16.12,14.74,22.02,16.45,16.92,20.99
c_1,2.52,2.66,2.78,6.72,4.76,2.65,10.02,12.46,9.92,8.76,10.9,13.17,21.3,13.29,16.25,18.83
b_1,2.7,2.61,2.93,3.1,7.72,5.38,9.22,11.92,9.18,11.81,10.42,13.0,18.17,10.58,15.1,20.21
a_1,2.55,3.03,3.43,2.63,2.79,10.95,11.17,14.0,10.61,13.73,15.6,14.6,21.37,11.86,14.38,20.64
h_1,3.05,4.14,3.25,2.84,2.65,2.9,18.95,13.14,12.67,11.46,15.34,13.54,19.26,17.49,15.39,26.12
d_0,3.16,3.18,2.25,4.88,3.08,2.7,11.27,19.3,10.36,9.43,14.5,14.21,21.64,12.21,14.87,20.27
g_1,2.62,2.89,4.43,2.83,3.09,2.84,11.56,11.79,22.48,14.15,13.53,20.71,20.12,17.15,18.25,19.44
c_0,3.02,3.56,3.49,2.34,2.2,2.83,12.11,13.52,10.81,21.92,25.98,16.14,22.57,19.17,18.01,21.81
b_0,3.21,3.34,3.32,3.3,2.24,2.56,11.93,14.92,11.72,13.23,22.68,14.71,23.53,31.44,16.87,22.8
f_0,2.58,2.78,3.62,3.08,3.27,2.96,13.17,14.66,11.55,13.58,17.53,23.71,23.72,17.89,30.81,25.26
h_0,2.51,3.77,3.43,2.98,2.94,2.97,9.24,12.02,14.3,15.29,16.29,16.25,17.32,15.62,16.8,26.25
a_0,2.64,3.4,3.36,3.11,2.83,2.81,12.89,14.2,13.19,15.24,15.89,15.77,26.07,30.24,19.42,22.74
e_0,2.41,3.58,3.26,3.21,3.29,2.94,12.87,13.45,10.85,13.13,16.17,14.91,27.3,17.32,29.49,23.99
g_0,2.61,2.61,4.21,3.07,3.24,3.15,12.47,11.46,9.37,13.45,16.63,22.18,23.7,14.69,18.86,21.06
