,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.33,0.92,0.63,0.98,0.82,0.53,1.55,2.85,1.26,1.56,1.72,1.61,2.29,1.85,1.01,1.78
f_1,1.46,2.34,0.8,0.7,0.63,0.59,1.38,1.66,1.16,1.72,1.58,0.98,1.8,1.27,1.09,1.64
d_1,0.79,1.11,2.48,0.61,0.63,0.67,1.58,1.25,1.27,3.08,2.12,1.43,2.31,1.59,1.58,1.97
c_1,0.74,0.75,0.74,2.52,1.46,0.67,1.34,1.72,1.21,0.74,1.24,1.48,2.12,1.28,1.4,1.83
b_1,0.67,0.77,0.83,0.86,2.59,1.36,1.5,1.56,1.37,1.55,0.93,1.79,2.05,1.11,1.42,2.18
a_1,0.93,0.91,0.89,0.84,0.67,3.02,1.64,1.77,1.52,1.49,1.53,1.79,2.38,0.86,1.67,2.2
h_1,0.95,1.33,1.0,0.81,0.84,0.64,3.26,1.72,1.89,1.8,1.67,1.72,1.51,1.44,1.52,2.63
d_0,0.85,0.94,0.65,1.63,1.01,0.63,1.56,2.97,1.27,1.11,1.64,1.66,2.52,1.5,1.57,2.2
g_1,0.8,0.88,1.43,0.72,0.79,0.69,1.6,1.41,3.72,1.92,1.58,2.51,2.24,1.54,2.02,1.61
c_0,0.94,1.14,1.09,0.73,0.59,0.66,2.03,2.19,1.51,3.08,3.31,1.77,2.5,2.09,1.81,2.69
b_0,1.0,1.1,0.98,0.87,0.58,0.58,1.89,1.91,1.71,2.03,3.38,1.57,2.64,3.26,1.88,2.59
f_0,0.82,0.66,0.91,0.94,1.0,0.88,1.91,2.07,1.67,1.86,1.87,3.49,2.63,1.53,3.6,2.29
h_0,1.0,1.26,0.94,0.91,0.91,0.74,1.11,1.81,1.84,1.63,1.52,1.48,1.61,1.24,1.49,2.72
a_0,1.05,1.02,0.96,0.91,0.83,0.47,1.92,2.17,1.34,1.71,2.09,1.9,2.82,3.4,1.74,2.15
e_0,0.77,1.17,1.02,0.9,0.97,0.63,1.69,1.84,1.56,1.97,1.69,1.81,2.78,1.41,3.33,2.71
g_0,0.89,0.95,1.42,0.88,0.79,0.7,1.53,1.6,1.0,1.91,1.83,2.41,2.17,1.73,1.64,1.66
