,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.93,0.94,1.22,0.96,0.9,1.22,1.03,1.87,1.06,1.1,1.22,1.36,1.03,0.91,1.22
f_1,1.47,1.53,0.92,0.99,0.92,0.65,0.96,1.04,1.22,1.07,1.07,0.95,1.14,0.95,0.82,1.12
d_1,1.04,1.2,1.57,0.86,0.85,0.82,1.26,1.09,1.01,1.78,1.33,1.11,1.29,1.12,0.97,1.12
c_1,0.93,0.99,1.06,1.59,1.55,0.91,1.05,1.1,1.03,0.89,0.87,1.01,1.25,0.95,0.96,1.11
b_1,1.03,1.05,1.1,0.88,1.62,1.35,1.26,1.14,1.13,1.31,0.97,1.06,1.34,0.93,1.05,1.2
a_1,1.07,1.31,1.2,1.09,0.91,1.76,1.42,1.25,1.17,1.36,1.42,1.37,1.33,0.86,1.12,1.21
h_1,1.27,1.64,1.23,1.29,1.09,0.92,1.87,1.53,1.32,1.3,1.32,1.32,1.5,1.15,1.29,1.84
g_1,1.17,1.24,1.69,1.2,1.1,1.11,1.38,1.93,1.28,1.56,1.52,1.75,1.42,1.23,1.26,1.25
d_0,1.05,1.31,1.12,1.95,1.38,1.07,1.5,1.3,1.81,1.09,1.3,1.36,1.64,1.25,1.44,1.46
c_0,1.48,1.45,1.11,1.39,0.99,1.05,1.7,1.37,1.81,1.85,2.34,1.6,1.63,1.59,1.41,1.53
b_0,1.42,1.57,1.24,1.52,1.13,0.87,1.6,1.38,1.62,1.34,1.9,1.46,1.82,2.18,1.4,1.49
f_0,1.2,1.28,1.45,1.45,1.37,1.13,1.62,1.46,1.52,1.44,1.6,1.89,1.71,1.31,2.27,1.54
h_0,1.32,1.72,1.37,1.33,1.19,1.2,1.35,1.74,1.44,1.48,1.46,1.36,1.54,1.36,1.38,1.76
a_0,1.39,1.59,1.48,1.5,1.29,0.95,1.74,1.58,1.63,1.6,1.28,1.33,1.69,1.94,1.39,1.44
e_0,1.27,1.57,1.58,1.41,1.48,1.02,1.8,1.86,1.47,1.6,1.61,1.24,1.8,1.43,1.95,1.82
g_0,1.39,1.45,1.82,1.27,1.31,1.21,1.48,1.37,1.33,1.68,1.57,1.86,1.65,1.4,1.53,1.44
