,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.94,1.07,0.93,0.91,0.86,0.98,0.93,0.86,0.88,0.76,0.88,1.09,0.86,1.1
e_1,0.83,1.0,0.97,1.19,0.96,0.95,1.19,1.09,1.35,1.03,1.11,1.18,1.04,1.01,1.2,1.01
d_1,1.06,1.03,1.0,0.88,1.01,0.9,1.1,0.83,1.03,1.29,1.04,1.05,1.04,0.95,1.06,0.83
c_1,0.94,0.84,1.15,1.0,1.39,0.99,0.86,0.9,0.67,0.8,0.89,0.98,0.93,0.94,0.84,1.02
b_1,1.06,1.04,1.0,0.72,1.0,1.54,1.05,1.01,1.09,1.12,0.9,1.04,1.09,0.81,1.04,1.03
a_1,1.11,1.05,1.11,0.99,0.65,1.0,1.18,1.42,0.99,1.03,1.24,0.85,1.13,1.29,0.95,0.98
h_1,1.17,0.9,0.92,1.11,0.93,0.82,1.0,1.12,1.05,0.9,1.04,1.04,1.02,0.92,1.11,1.24
g_1,0.94,0.98,1.23,1.03,1.07,0.74,0.87,1.0,0.94,0.95,0.98,1.28,0.82,0.97,0.94,1.21
d_0,1.0,0.76,1.01,1.46,0.99,0.99,0.93,1.08,1.01,0.76,0.95,0.92,1.09,1.02,1.0,1.02
c_0,1.1,0.99,0.76,1.25,0.87,0.94,1.09,1.05,1.34,1.0,1.49,0.9,1.16,1.04,1.11,1.07
b_0,1.1,0.91,0.95,1.12,1.16,0.83,1.02,1.0,1.08,0.7,1.0,1.05,1.01,1.39,1.0,1.04
f_0,1.33,0.83,0.98,1.01,0.96,1.13,0.95,0.76,1.09,1.05,0.92,1.0,1.03,0.95,1.45,0.87
h_0,1.14,1.0,0.98,1.01,0.96,0.92,1.02,1.23,0.92,0.86,0.97,0.91,1.0,1.07,0.8,1.24
a_0,0.9,1.0,1.02,1.08,1.21,0.77,1.11,1.02,1.08,0.96,0.73,1.06,0.93,1.0,1.07,0.96
e_0,1.18,0.85,0.96,1.15,0.98,1.02,0.95,1.04,0.97,0.92,1.03,0.72,1.3,0.91,1.0,1.08
g_0,0.96,0.97,1.21,1.03,1.0,0.92,0.81,0.83,0.96,0.94,0.97,1.1,0.83,1.07,0.94,1.0
