,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.63,1.36,1.59,1.44,1.17,0.47,0.44,0.57,0.41,0.4,0.5,0.28,0.35,0.38,0.33
e_1,1.16,1.04,1.48,1.71,1.71,1.46,0.59,0.49,0.57,0.54,0.44,0.52,0.37,0.45,0.49,0.38
d_1,1.76,1.87,1.04,1.47,1.35,1.26,0.56,0.54,0.41,0.63,0.48,0.47,0.36,0.42,0.44,0.26
c_1,1.68,1.45,1.97,1.04,1.8,1.26,0.67,0.5,0.61,0.31,0.42,0.45,0.36,0.42,0.4,0.34
b_1,2.01,1.66,1.93,1.16,1.05,1.85,0.67,0.64,0.64,0.5,0.58,0.44,0.42,0.4,0.41,0.38
a_1,2.79,2.42,2.45,2.53,1.49,1.06,1.04,0.85,0.88,0.71,0.99,0.68,0.54,0.86,0.62,0.59
h_1,4.83,4.41,4.09,4.39,3.67,3.11,1.25,1.42,1.7,1.5,1.4,1.32,1.1,1.02,1.03,0.97
c_0,5.68,5.39,3.5,7.08,4.68,3.81,1.95,1.28,1.48,1.84,1.62,1.48,1.12,1.39,1.25,1.01
g_1,5.56,4.93,5.57,5.55,5.13,3.89,1.7,1.73,1.27,1.62,1.39,1.6,1.04,1.49,1.41,1.21
d_0,5.56,4.0,5.84,6.78,6.01,4.76,2.06,1.65,2.06,1.39,1.54,1.61,1.28,1.51,1.32,1.28
b_0,6.13,6.02,4.81,7.51,6.59,4.37,2.03,1.28,2.19,1.87,1.37,1.61,1.29,1.77,1.54,1.47
f_0,7.51,5.85,5.24,5.89,6.04,4.95,2.18,1.88,1.58,1.76,1.82,1.36,1.49,1.61,1.72,0.94
h_0,7.93,7.28,7.02,7.39,6.64,5.48,2.97,2.35,2.61,2.1,1.94,1.92,1.8,1.8,1.8,1.78
a_0,8.28,7.21,7.32,7.97,8.62,7.39,3.08,1.96,2.79,2.01,1.43,1.85,1.78,1.44,1.72,1.67
e_0,10.26,8.5,7.23,8.36,7.28,6.91,2.96,2.25,2.63,2.66,2.19,1.48,1.88,2.03,1.44,1.7
g_0,9.41,8.0,8.72,8.67,7.31,6.43,2.53,2.82,3.24,2.54,2.27,2.77,1.5,2.1,1.87,1.85
