,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.89,0.2,0.16,0.2,0.16,0.09,0.18,0.15,0.32,0.14,0.15,0.16,0.16,0.12,0.05,0.13
f_1,0.39,0.89,0.15,0.15,0.12,0.08,0.17,0.12,0.16,0.12,0.07,0.14,0.16,0.1,0.05,0.11
d_1,0.16,0.22,0.89,0.14,0.14,0.12,0.18,0.14,0.06,0.34,0.13,0.16,0.15,0.1,0.12,0.12
c_1,0.17,0.2,0.16,0.89,0.3,0.08,0.18,0.12,0.16,0.05,0.13,0.11,0.17,0.08,0.09,0.12
b_1,0.19,0.19,0.15,0.17,0.88,0.2,0.18,0.15,0.17,0.15,0.17,0.06,0.16,0.08,0.11,0.11
a_1,0.2,0.22,0.17,0.17,0.14,0.88,0.14,0.12,0.16,0.16,0.14,0.17,0.22,0.07,0.09,0.14
h_1,0.2,0.32,0.25,0.16,0.18,0.12,0.57,0.23,0.17,0.19,0.18,0.17,0.12,0.14,0.13,0.17
g_1,0.21,0.21,0.35,0.19,0.15,0.12,0.19,0.56,0.15,0.18,0.29,0.2,0.2,0.13,0.14,0.09
d_0,0.2,0.26,0.09,0.43,0.21,0.13,0.2,0.18,0.45,0.14,0.2,0.21,0.18,0.1,0.13,0.15
c_0,0.22,0.29,0.23,0.1,0.16,0.14,0.24,0.2,0.2,0.42,0.2,0.38,0.21,0.14,0.18,0.19
f_0,0.19,0.16,0.25,0.22,0.2,0.11,0.22,0.18,0.21,0.21,0.45,0.2,0.26,0.15,0.31,0.17
b_0,0.23,0.28,0.23,0.22,0.09,0.1,0.22,0.16,0.22,0.16,0.23,0.42,0.22,0.24,0.15,0.22
h_0,0.23,0.36,0.21,0.24,0.18,0.09,0.15,0.22,0.19,0.16,0.17,0.2,0.12,0.13,0.14,0.22
a_0,0.23,0.28,0.25,0.2,0.18,0.05,0.26,0.16,0.18,0.2,0.23,0.17,0.3,0.38,0.15,0.18
e_0,0.13,0.27,0.22,0.25,0.2,0.16,0.22,0.19,0.22,0.19,0.17,0.19,0.22,0.11,0.39,0.19
g_0,0.21,0.2,0.34,0.22,0.21,0.11,0.23,0.13,0.18,0.16,0.29,0.18,0.22,0.12,0.15,0.13
