,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,111.36,83.43,59.35,63.51,100.39,365.74,8529.5,15585.4,19201.31,20790.91,16835.08,36155.76,67691.68,75343.33,107940.96,145914.79
e_1,53.96,111.69,80.64,63.12,98.49,416.86,8508.44,14858.36,29704.81,21735.98,28588.54,39649.71,72192.85,83851.7,109948.72,171102.16
c_1,55.46,44.75,127.3,70.29,161.58,283.23,8762.75,14830.83,14783.53,13070.03,22671.7,27782.43,72354.65,94784.27,91646.51,166481.2
d_1,58.44,49.34,50.81,135.25,96.55,304.71,8332.93,12618.04,14262.87,35262.38,24516.36,34795.89,71342.19,92690.42,86772.51,164700.35
b_1,45.5,44.31,48.44,53.53,190.74,586.77,7810.78,11260.41,13106.23,18310.46,18872.9,21351.26,55077.27,75938.94,77014.86,123296.32
a_1,31.19,30.95,42.74,39.01,38.9,560.94,4616.23,9157.64,9747.82,9439.18,14558.59,25660.47,40787.17,59297.38,36302.0,75982.55
h_1,18.11,14.03,16.24,18.61,24.76,90.42,3438.31,5083.22,4511.51,5523.43,6221.73,8955.46,15378.19,25992.21,22689.47,52291.97
g_1,11.1,9.98,13.15,21.98,20.89,70.46,1607.53,5660.48,3308.85,4708.51,7711.77,7969.19,12491.84,18307.67,22222.84,25535.47
d_0,11.1,9.93,21.75,9.19,24.26,80.75,1723.35,3553.33,4968.1,3522.42,5401.27,7498.02,15334.86,19538.89,23439.04,32006.1
c_0,12.24,11.04,11.94,12.78,14.33,79.74,1595.26,3113.8,3908.8,6251.63,4639.03,13015.89,16126.5,20410.61,22821.48,35926.95
f_0,8.13,8.73,14.56,14.39,22.21,73.56,1562.44,2537.03,3654.89,4303.22,6925.12,8189.49,15027.35,30098.95,19553.63,26376.15
b_0,9.43,9.59,12.11,13.15,11.18,46.37,1587.84,2982.2,3111.57,3316.21,3933.95,9385.78,14590.66,14842.48,31124.91,26796.95
h_0,9.81,7.46,9.37,10.3,14.98,48.24,1043.67,3024.62,2425.53,2992.74,3470.05,4974.22,8921.33,13562.72,14904.36,26599.87
e_0,7.79,4.99,7.63,9.22,13.26,48.12,991.83,2255.54,2190.58,2967.34,2937.76,5862.84,9993.97,19167.31,14342.91,18223.52
a_0,6.32,5.9,8.65,10.39,12.23,34.35,1203.28,2058.86,2212.15,2754.06,2902.7,3669.52,10035.38,10346.46,19805.55,20730.87
g_0,5.24,5.28,6.23,9.92,12.7,41.4,802.95,1617.1,1929.1,2559.63,3924.3,4439.38,7996.3,12437.88,11256.7,13794.05
