,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,99.45,49.51,103.62,86.52,112.01,287.34,11085.6,27929.51,17271.64,19659.91,32356.16,38697.84,79464.26,89285.48,113001.04,238468.87
f_1,77.73,100.73,84.86,76.66,114.42,248.48,7981.4,16588.96,15249.41,17239.64,31640.3,19858.34,75385.57,97705.29,110142.8,249176.76
c_1,34.28,40.1,152.41,76.35,158.5,271.75,8328.59,12854.27,15109.77,10228.43,21551.79,29527.73,60149.77,69895.09,116552.07,192786.15
d_1,40.39,51.06,58.42,160.75,90.83,218.22,8910.45,9917.04,12412.29,25713.78,29573.17,28721.38,72174.15,98011.65,121148.94,148986.62
b_1,36.86,36.92,62.93,74.5,199.63,383.2,6543.19,10999.06,10268.38,13056.19,14398.04,24906.77,69889.09,57195.79,95341.3,161635.49
a_1,27.76,30.72,48.38,61.37,51.21,426.95,5834.61,9119.83,10889.7,11070.88,20467.87,17855.65,45767.3,42765.41,74803.61,129561.44
h_1,11.51,17.16,19.66,20.2,26.44,53.78,3668.43,3596.35,4002.06,4524.58,7163.26,8513.03,15538.33,26804.52,31038.28,59314.54
d_0,7.94,11.1,28.46,12.99,28.83,53.13,2105.79,4753.13,2864.29,3384.12,6410.86,7573.54,18179.05,19146.23,33079.64,48408.64
g_1,8.55,9.99,15.37,26.38,25.19,46.56,1913.65,3697.96,5469.16,4434.94,7092.43,8973.84,14881.07,20807.18,31954.19,34223.04
c_0,10.27,11.82,13.92,17.66,16.75,48.43,2158.01,3277.5,3164.05,5560.14,11728.49,7092.91,17980.67,23544.25,29458.68,48222.97
b_0,8.94,9.32,15.6,15.74,13.44,44.51,2091.2,2801.45,2611.09,2671.56,7895.71,6286.19,12056.14,30428.44,23885.89,45579.39
f_0,6.7,7.64,14.65,15.76,19.65,59.71,1558.81,2858.6,2554.22,3375.91,6254.16,8442.53,13901.0,18761.15,41856.16,33884.08
h_0,6.89,9.25,11.43,11.24,14.31,35.24,923.46,2004.19,2491.73,2164.66,4846.91,4362.76,8529.59,12703.52,18911.37,35698.19
a_0,6.43,6.17,11.83,9.89,12.56,26.95,1099.8,2192.63,1813.66,2214.06,3424.68,3957.85,11078.11,18585.05,19174.51,28227.08
e_0,3.63,6.19,9.96,9.59,13.99,32.16,1035.19,1573.13,1617.17,2175.73,3875.95,3123.65,9610.04,10346.46,24757.47,25081.23
g_0,4.85,3.77,6.94,12.75,12.85,26.8,881.47,1426.34,1375.41,1680.26,2897.33,4814.72,7594.78,9005.57,14140.91,17885.33
