,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,5.54,0.08,0.07,0.05,0.05,0.09,0.33,0.28,0.62,,0.34,0.44,0.44,0.73,0.26,0.82
f_1,0.08,5.68,0.15,0.06,0.08,0.05,0.27,0.27,0.41,0.47,0.37,,0.35,0.56,0.36,0.49
e_1,0.05,0.07,6.34,0.09,0.07,0.07,0.28,0.22,0.32,0.75,0.35,0.37,0.39,0.71,,0.63
c_1,0.07,0.1,0.08,6.59,0.15,0.09,0.26,0.35,,0.42,0.17,0.38,0.35,0.69,0.35,0.48
b_1,0.09,0.09,0.08,0.07,7.75,0.16,0.28,0.34,0.35,0.46,,0.28,0.23,0.5,0.39,0.51
a_1,0.06,0.05,0.07,0.09,0.11,10.62,0.34,0.19,0.37,0.35,0.38,0.43,,0.48,0.6,0.7
h_1,0.29,0.48,0.26,0.2,0.21,0.23,13.99,1.78,1.55,1.26,1.86,1.08,1.23,,0.99,3.03
g_1,0.42,0.2,0.15,0.31,0.22,0.28,1.29,17.34,1.15,1.28,2.13,1.94,0.96,2.71,1.7,
c_0,0.5,0.35,0.45,,0.27,0.35,1.13,1.46,12.44,2.03,3.25,1.81,2.0,2.55,1.96,2.57
d_0,,0.38,0.42,0.88,0.45,0.45,1.71,1.12,1.39,11.91,1.97,2.38,2.23,3.01,1.89,1.43
b_0,0.44,0.37,0.35,0.51,,0.31,1.86,1.6,2.03,1.91,13.93,1.97,2.55,2.29,,2.21
f_0,0.33,,0.25,0.32,0.36,0.36,1.78,1.47,2.64,1.86,1.82,15.38,1.61,1.92,5.16,3.83
a_0,0.31,0.41,0.34,0.51,0.45,,1.36,1.28,1.66,1.51,1.98,1.93,19.2,3.51,,2.21
h_0,0.67,0.86,0.61,0.48,0.5,0.48,,2.28,3.16,3.01,2.29,2.6,3.65,,2.07,5.5
e_0,0.38,0.25,,0.39,0.66,0.37,1.37,1.23,1.86,2.1,,2.27,,3.5,21.27,3.16
g_0,0.87,0.49,0.46,0.52,0.48,0.42,2.23,,2.57,3.08,2.45,4.36,2.68,5.0,3.34,
