,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.67,3.41,5.61,6.18,5.2,5.96,2.79,2.26,2.04,2.84,2.3,2.07,2.07,1.78,,1.96
f_1,6.78,0.66,5.79,3.99,7.91,4.77,2.14,2.51,1.96,3.44,2.21,,1.92,1.24,,
c_1,5.85,4.86,0.65,7.09,7.07,5.79,3.33,1.29,,2.86,2.55,1.67,2.33,1.56,1.9,1.74
d_1,6.36,9.7,5.86,0.65,5.87,4.82,2.18,,2.58,1.61,2.11,2.29,2.01,1.95,,1.17
b_1,7.86,5.66,3.7,7.17,0.63,7.5,2.61,2.4,2.35,2.61,,2.92,2.44,1.64,,1.58
a_1,7.36,7.99,9.21,8.39,4.21,0.57,2.6,2.69,2.26,3.72,2.34,3.61,,2.51,,2.21
h_1,5.42,5.9,4.24,4.68,3.96,4.44,0.61,1.73,2.5,2.22,1.66,1.71,1.58,,1.78,1.63
d_0,3.11,3.93,6.19,,3.6,5.48,2.79,0.73,1.89,1.85,1.67,1.54,1.37,1.7,1.29,1.31
c_0,5.19,5.33,,2.96,4.56,4.47,2.18,1.71,0.71,2.0,2.0,1.68,1.64,1.35,1.68,1.26
g_1,6.05,6.26,4.62,5.69,6.32,5.8,1.83,2.4,1.89,0.58,1.9,2.31,1.46,1.73,1.78,
b_0,5.14,5.19,5.01,5.47,,4.95,2.79,1.75,1.29,1.95,0.68,1.91,2.11,1.33,1.94,1.36
f_0,5.11,,7.5,5.09,4.64,4.36,1.99,2.22,1.81,1.75,2.06,0.67,1.76,1.29,1.98,1.11
a_0,5.59,5.32,6.57,6.49,5.73,,2.69,2.27,1.94,3.54,1.41,1.85,0.62,1.57,,
h_0,4.57,4.34,5.22,4.1,5.07,3.74,,1.4,1.87,2.03,1.92,1.97,1.87,,1.38,1.21
e_0,,,4.83,,,,3.22,2.62,2.14,2.92,1.74,1.2,,1.67,0.59,1.9
g_0,5.23,,4.77,6.07,6.07,5.41,1.59,1.96,1.66,,1.64,2.11,,1.1,1.79,
