,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.93,1.1,0.88,0.78,0.52,0.44,0.62,0.37,0.4,0.41,0.37,0.33,0.32,0.31
f_1,1.28,1.0,0.84,0.95,0.89,0.58,0.37,0.45,0.44,0.37,0.36,0.36,0.29,0.29,0.27,0.3
d_1,1.04,1.2,1.0,0.89,0.85,0.73,0.53,0.39,0.45,0.56,0.45,0.37,0.37,0.33,0.29,0.26
c_1,0.93,1.03,1.15,1.0,1.34,0.75,0.46,0.48,0.33,0.37,0.34,0.34,0.37,0.31,0.32,0.33
b_1,1.14,1.11,1.16,0.74,1.0,1.18,0.59,0.56,0.45,0.58,0.4,0.4,0.42,0.35,0.35,0.34
a_1,1.28,1.73,1.4,1.33,0.86,1.0,0.74,0.61,0.57,0.62,0.66,0.58,0.45,0.45,0.46,0.44
h_1,1.98,2.67,1.83,2.15,1.68,1.36,1.0,1.02,0.83,0.78,0.8,0.73,0.76,0.56,0.63,0.77
g_1,2.26,2.27,2.57,2.1,1.8,1.63,0.95,1.0,0.87,0.94,0.92,0.94,0.63,0.72,0.59,0.64
d_0,1.59,2.26,2.23,3.0,2.35,1.7,1.2,1.09,1.0,0.82,0.83,0.89,0.84,0.72,0.79,0.76
c_0,2.68,2.67,1.76,2.81,1.73,1.65,1.29,1.03,1.27,1.0,1.37,1.04,0.86,0.83,0.83,0.73
b_0,2.5,2.85,2.11,2.98,2.34,1.48,1.26,1.09,1.19,0.75,1.0,0.89,1.03,1.3,0.8,0.8
f_0,2.42,2.72,2.61,2.91,2.47,1.73,1.34,1.03,1.08,0.97,1.05,1.0,0.95,0.88,1.21,0.7
h_0,2.69,3.41,2.71,2.74,2.33,2.05,1.28,1.55,1.16,1.12,1.01,0.99,1.0,0.93,0.87,0.94
a_0,2.97,3.46,2.98,3.28,2.78,2.24,1.73,1.47,1.36,1.25,0.8,1.08,1.03,1.0,0.98,0.84
e_0,3.24,3.8,3.28,2.95,2.97,2.06,1.73,1.66,1.24,1.28,1.3,0.81,1.15,1.07,1.0,0.99
g_0,3.22,3.27,3.85,3.08,2.82,2.31,1.3,1.46,1.23,1.38,1.31,1.39,1.06,1.12,1.04,1.0
