,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.34,1.19,1.19,1.52,3.39,17.99,22.3,33.9,29.41,43.15,51.52,60.37,83.67,76.73,109.09
e_1,0.74,1.0,1.47,1.21,1.67,3.45,20.25,31.92,37.22,37.3,42.98,56.77,67.2,84.02,108.92,131.16
c_1,0.83,0.68,1.0,1.09,1.8,3.14,17.31,14.4,26.04,19.48,28.88,39.18,58.6,70.46,75.43,86.53
d_1,0.85,0.83,0.91,1.0,1.27,2.45,15.19,20.11,20.3,34.54,38.07,36.12,51.09,66.69,68.17,72.99
b_1,0.65,0.61,0.55,0.8,1.0,3.58,15.64,14.99,21.04,22.93,29.39,37.95,42.88,56.49,54.84,66.64
a_1,0.29,0.29,0.32,0.41,0.28,1.0,6.33,6.76,11.41,8.9,14.61,14.94,20.65,28.12,25.33,25.87
h_1,0.05,0.05,0.06,0.07,0.07,0.16,1.0,1.02,2.0,1.6,1.99,2.34,3.25,4.01,4.34,6.81
d_0,0.04,0.03,0.07,0.05,0.07,0.15,0.98,1.0,1.41,1.18,1.83,1.88,2.81,3.74,3.6,5.35
g_1,0.03,0.03,0.04,0.05,0.05,0.09,0.5,0.7,1.0,1.02,1.29,1.94,1.68,2.47,3.1,3.45
c_0,0.03,0.03,0.05,0.03,0.04,0.1,0.62,0.86,0.99,1.0,1.68,1.51,2.43,2.82,2.6,3.57
b_0,0.02,0.02,0.03,0.03,0.04,0.07,0.5,0.56,0.84,0.62,1.0,1.35,1.82,2.95,1.8,2.9
f_0,0.02,0.02,0.03,0.03,0.03,0.07,0.4,0.5,0.48,0.64,0.78,1.0,1.39,1.62,2.5,1.83
h_0,0.02,0.02,0.02,0.02,0.02,0.05,0.31,0.33,0.62,0.44,0.59,0.68,1.0,1.21,1.32,1.83
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.25,0.25,0.41,0.36,0.36,0.61,0.8,1.0,1.2,1.16
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.23,0.27,0.33,0.34,0.51,0.39,0.73,0.95,1.0,1.27
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.15,0.18,0.3,0.29,0.35,0.54,0.56,0.8,0.84,1.0
