,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.75,0.98,1.3,1.14,0.94,0.52,0.55,0.5,0.39,0.38,0.45,0.3,0.37,0.47,0.34
f_1,1.2,0.65,1.05,1.08,0.92,0.95,0.39,0.5,0.41,0.36,0.38,0.42,0.24,0.32,0.32,0.32
d_1,1.32,1.12,0.64,1.08,1.14,0.91,0.42,0.34,0.56,0.45,0.43,0.35,0.32,0.36,0.33,0.23
c_1,0.9,1.14,1.33,0.63,1.28,1.01,0.57,0.53,0.28,0.48,0.38,0.4,0.36,0.44,0.44,0.31
b_1,1.09,1.3,1.19,0.73,0.62,1.45,0.52,0.52,0.45,0.56,0.57,0.44,0.36,0.41,0.45,0.33
a_1,1.35,1.52,1.41,1.31,0.78,0.57,0.69,0.7,0.5,0.56,0.62,0.51,0.46,0.66,0.47,0.45
h_1,1.77,1.92,1.9,1.57,1.54,1.37,0.54,0.83,0.67,0.64,0.64,0.58,0.59,0.52,0.54,0.54
g_1,1.78,1.98,2.07,1.91,1.76,1.45,0.65,0.53,0.68,0.68,0.64,0.72,0.44,0.63,0.61,0.58
d_0,1.3,1.91,2.04,2.24,1.94,1.54,0.93,0.94,0.58,0.68,0.67,0.7,0.58,0.76,0.7,0.6
c_0,1.98,2.18,1.25,2.73,1.79,1.7,0.95,0.86,0.96,0.55,0.81,0.72,0.56,0.7,0.61,0.51
b_0,2.02,2.01,1.64,2.39,2.46,1.5,1.01,0.96,0.78,0.49,0.55,0.72,0.76,0.68,0.61,0.53
f_0,1.91,2.73,2.15,1.98,1.84,1.7,0.91,0.64,0.76,0.75,0.67,0.55,0.61,0.65,0.69,0.41
h_0,2.2,2.57,2.21,2.28,2.25,1.82,1.17,1.1,0.86,0.8,0.73,0.83,0.76,0.75,0.71,0.61
a_0,2.24,2.37,2.21,2.29,2.88,1.89,1.28,1.05,0.83,0.72,0.55,0.83,0.66,0.53,0.72,0.65
e_0,2.35,3.24,2.45,2.29,1.88,1.99,1.07,0.88,0.89,0.9,0.93,0.5,0.78,0.83,0.52,0.54
g_0,2.5,2.62,2.73,2.45,2.47,1.91,0.86,1.23,1.04,0.9,0.92,0.95,0.61,0.85,0.78,0.77
