,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.95,0.88,0.48,0.54,0.43,0.29,0.33,0.28,0.35,0.29,0.3,0.2,0.26,0.23,0.16,0.22
e_1,0.52,0.95,0.52,0.66,0.47,0.36,0.37,0.32,0.55,0.3,0.34,0.32,0.34,0.26,0.19,0.24
d_1,0.62,0.56,0.96,0.42,0.48,0.34,0.39,0.33,0.28,0.53,0.36,0.32,0.31,0.29,0.23,0.25
c_1,0.61,0.47,0.61,0.95,0.82,0.35,0.37,0.33,0.31,0.25,0.24,0.29,0.28,0.26,0.21,0.22
b_1,0.64,0.61,0.55,0.45,0.95,0.75,0.4,0.32,0.35,0.36,0.28,0.3,0.31,0.22,0.24,0.23
a_1,0.85,0.65,0.69,0.7,0.41,0.93,0.46,0.37,0.45,0.43,0.43,0.36,0.43,0.22,0.29,0.23
h_1,1.19,0.85,0.84,0.71,0.69,0.52,0.79,0.5,0.5,0.5,0.46,0.4,0.4,0.34,0.3,0.45
g_1,0.89,0.79,1.12,0.81,0.8,0.55,0.58,0.77,0.42,0.57,0.55,0.64,0.5,0.42,0.35,0.34
d_0,1.01,0.78,0.67,1.35,0.78,0.54,0.57,0.56,0.69,0.36,0.51,0.45,0.54,0.42,0.37,0.39
c_0,1.06,0.95,0.81,0.77,0.65,0.53,0.62,0.49,0.66,0.73,0.83,0.47,0.52,0.48,0.36,0.42
b_0,1.12,0.8,0.92,1.01,0.73,0.45,0.64,0.47,0.51,0.53,0.72,0.45,0.55,0.69,0.4,0.42
f_0,1.1,0.78,0.94,0.9,0.82,0.63,0.72,0.51,0.6,0.65,0.65,0.72,0.57,0.49,0.65,0.4
h_0,1.35,0.96,1.02,1.04,0.84,0.5,0.54,0.67,0.6,0.6,0.54,0.53,0.47,0.45,0.44,0.52
a_0,1.17,1.01,0.9,1.04,0.96,0.59,0.78,0.55,0.62,0.59,0.53,0.54,0.61,0.65,0.45,0.51
e_0,1.52,0.99,1.04,1.11,0.75,0.63,0.85,0.63,0.64,0.7,0.63,0.5,0.6,0.51,0.64,0.46
g_0,0.98,1.01,1.41,1.06,0.95,0.78,0.66,0.6,0.56,0.72,0.64,0.81,0.54,0.44,0.47,0.44
