,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.1,0.08,0.1,0.09,0.06,0.07,0.06,0.11,0.05,0.07,0.06,0.06,0.03,,0.05
f_1,0.15,0.93,0.1,0.1,0.09,0.07,0.06,0.06,0.09,0.07,0.07,,0.05,0.06,0.03,0.03
d_1,0.11,0.11,0.93,0.09,0.11,0.07,0.07,0.05,,0.1,0.06,0.05,0.08,0.04,0.04,0.05
c_1,0.1,0.1,0.13,0.93,0.17,0.06,0.07,0.05,0.06,,0.06,0.06,0.06,0.04,0.04,0.06
b_1,0.11,0.12,0.12,0.08,0.93,0.13,0.05,0.09,0.09,0.08,,0.05,0.06,0.04,0.03,0.04
a_1,0.15,0.11,0.11,0.16,0.08,0.93,0.1,0.07,0.1,0.05,0.06,0.06,0.08,,,0.05
h_1,0.33,0.4,0.27,0.29,0.3,0.15,0.71,0.26,0.17,0.17,0.15,0.13,,0.17,0.1,0.14
g_1,0.26,0.31,0.43,0.32,0.24,0.2,0.14,0.71,0.18,0.19,0.13,0.3,0.14,0.15,0.11,
d_0,0.33,0.29,,0.57,0.18,0.2,0.27,0.21,0.57,0.23,0.23,0.21,0.25,0.14,0.15,0.19
c_0,0.42,0.35,0.31,,0.23,0.27,0.24,0.2,0.22,0.59,0.23,0.24,0.25,0.18,0.16,0.2
b_0,0.39,0.38,0.43,0.26,,0.2,0.23,0.24,0.24,0.23,0.58,0.2,0.23,0.23,0.12,0.19
f_0,0.41,,0.44,0.39,0.33,0.28,0.19,0.19,0.2,0.23,0.21,0.56,0.2,,,0.17
h_0,0.45,0.73,0.33,0.43,0.39,0.35,,0.36,0.28,0.23,0.26,0.33,,0.25,0.19,0.27
a_0,0.53,0.27,0.37,0.49,0.37,,0.2,0.23,0.24,0.26,0.25,,0.23,0.58,,0.22
e_0,,0.5,0.46,0.43,0.42,,0.33,0.21,0.25,0.26,0.33,,0.26,,0.58,
g_0,0.51,0.54,0.64,0.41,0.47,0.29,0.33,,0.31,0.27,0.29,0.4,0.34,0.2,,
