,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.35,2.02,2.06,1.94,1.78,0.58,0.8,0.65,0.57,0.51,0.92,0.39,0.5,0.46,0.51
e_1,1.49,1.06,2.25,2.62,2.17,1.72,1.06,0.8,0.8,0.69,0.68,0.86,0.6,0.61,0.82,0.6
d_1,2.64,2.86,1.06,2.13,2.27,1.87,0.9,0.58,1.11,0.82,0.67,0.65,0.53,0.69,0.68,0.35
c_1,2.83,2.1,2.91,1.06,2.78,1.95,1.14,0.96,0.45,0.85,0.74,0.64,0.54,0.65,0.65,0.5
b_1,3.31,2.59,2.78,1.59,1.07,3.04,1.01,1.33,0.81,0.91,1.64,0.74,0.74,0.68,0.84,0.57
a_1,4.35,4.14,3.96,4.46,1.86,1.07,1.56,1.22,1.27,1.21,1.19,0.91,0.93,1.54,1.05,0.99
h_1,6.52,6.01,4.66,5.31,5.81,4.49,1.34,2.43,1.69,1.6,1.56,1.43,1.53,1.51,1.31,1.49
g_1,7.4,7.3,6.97,6.87,6.42,7.18,1.96,1.34,1.99,1.85,1.69,1.87,1.13,1.42,1.62,1.47
d_0,7.48,4.37,10.17,9.73,8.22,6.05,3.45,3.58,1.54,1.73,2.11,1.86,1.75,1.94,1.7,1.93
c_0,8.29,6.95,4.89,13.68,7.17,5.91,3.22,3.02,3.19,1.57,2.46,2.27,1.76,2.22,1.76,1.63
b_0,8.53,8.05,7.58,9.56,10.44,6.48,2.93,3.59,2.29,1.45,1.57,2.29,1.85,2.5,1.6,1.77
f_0,12.0,7.66,7.71,8.68,8.39,8.39,3.64,2.3,2.7,2.18,2.36,1.52,2.05,2.64,2.14,1.26
h_0,10.73,8.44,8.26,9.66,10.22,7.11,5.16,3.95,2.78,2.71,2.7,2.48,2.69,2.36,2.21,2.05
a_0,10.61,10.44,9.38,10.63,17.07,12.72,3.97,4.39,2.8,2.37,1.76,2.7,2.42,1.57,2.67,2.12
e_0,14.9,13.15,9.51,10.96,9.51,8.06,4.41,3.73,3.88,3.16,3.34,1.84,2.53,2.89,1.61,2.61
g_0,11.67,10.27,12.08,12.72,11.87,8.14,3.41,5.41,3.34,2.94,3.2,3.49,2.21,3.44,2.71,2.85
