,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,6.18,3.12,2.21,3.42,2.85,2.73,11.16,10.41,21.22,11.88,12.84,14.09,21.27,13.89,9.85,20.27
f_1,4.52,6.26,2.46,2.89,2.33,2.45,9.9,9.26,13.67,13.54,10.03,13.84,20.15,13.26,11.04,16.59
d_1,2.65,2.96,6.79,2.3,2.79,2.76,11.17,11.24,8.93,23.32,13.6,16.29,21.79,16.06,15.65,22.24
c_1,2.49,2.58,2.93,6.96,4.71,2.92,10.07,9.26,13.07,8.73,12.67,9.74,20.78,13.69,14.12,20.97
b_1,2.45,2.67,3.03,2.83,7.07,5.47,9.77,10.28,11.75,13.08,14.95,10.43,19.91,11.3,16.82,22.01
a_1,2.69,3.18,3.13,2.68,2.78,10.28,10.9,12.04,12.86,16.38,14.4,13.62,23.93,10.46,19.08,18.47
h_1,2.72,3.65,3.37,3.26,2.68,2.93,18.38,12.23,13.7,13.11,13.34,13.71,17.71,14.44,16.95,30.61
g_1,2.71,2.63,4.16,3.17,3.21,2.72,11.99,21.91,12.49,16.33,20.9,12.55,19.51,14.37,18.27,20.04
d_0,2.82,3.12,2.28,5.12,3.25,3.19,10.12,10.86,20.42,11.06,13.64,13.46,21.0,14.82,14.43,19.98
c_0,3.26,3.1,3.2,2.41,2.66,3.02,13.21,12.35,14.72,22.0,14.63,27.16,21.63,19.88,15.81,23.89
f_0,2.31,2.53,3.18,3.62,3.66,3.33,13.07,13.04,13.43,13.56,24.76,13.07,24.49,16.14,31.37,27.85
b_0,2.87,3.14,3.14,3.6,2.7,2.11,11.82,12.75,14.16,15.28,15.12,24.45,23.92,33.51,16.2,23.85
h_0,3.03,3.87,3.42,3.04,2.78,2.93,8.48,15.54,13.73,13.78,14.39,14.07,16.33,16.72,14.45,28.04
a_0,3.16,3.19,3.11,3.42,3.46,2.52,11.51,12.16,14.72,14.36,16.99,15.89,19.98,29.96,16.26,26.1
e_0,2.2,3.48,3.58,3.05,2.98,3.17,13.92,11.82,14.22,16.86,14.39,16.33,23.97,16.07,31.91,22.78
g_0,2.02,2.9,4.64,3.14,3.1,3.3,9.5,9.02,9.99,15.09,21.3,13.75,21.52,13.85,20.43,18.06
