,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.4,0.57,0.63,0.59,0.61,0.52,0.27,0.32,0.24,0.29,0.27,0.29,0.18,0.27,0.24,0.24
d_1,0.66,0.4,0.64,0.6,0.55,0.58,0.31,0.24,0.28,0.32,0.27,0.26,0.2,0.27,0.27,0.16
e_1,0.42,0.61,0.39,0.66,0.66,0.59,0.32,0.38,0.29,0.35,0.29,0.33,0.24,0.26,0.31,0.25
c_1,0.57,0.65,0.49,0.38,0.71,0.56,0.3,0.32,0.27,0.19,0.24,0.25,0.25,0.25,0.26,0.23
b_1,0.61,0.67,0.6,0.4,0.36,0.68,0.36,0.32,0.34,0.27,0.36,0.28,0.24,0.28,0.27,0.27
a_1,0.69,0.61,0.67,0.58,0.37,0.3,0.35,0.34,0.32,0.3,0.35,0.29,0.26,0.35,0.27,0.23
h_1,0.61,0.57,0.54,0.57,0.55,0.46,0.22,0.34,0.26,0.26,0.25,0.25,0.28,0.28,0.25,0.24
g_1,0.57,0.58,0.52,0.61,0.56,0.52,0.25,0.21,0.24,0.25,0.25,0.27,0.17,0.23,0.24,0.23
c_0,0.64,0.43,0.59,0.79,0.57,0.5,0.32,0.3,0.22,0.32,0.27,0.25,0.21,0.25,0.24,0.2
d_0,0.5,0.7,0.4,0.66,0.58,0.57,0.33,0.35,0.26,0.22,0.27,0.27,0.23,0.25,0.26,0.26
b_0,0.6,0.49,0.55,0.74,0.66,0.49,0.3,0.3,0.18,0.26,0.21,0.23,0.22,0.3,0.23,0.2
f_0,0.66,0.58,0.5,0.62,0.56,0.5,0.3,0.23,0.26,0.27,0.26,0.2,0.23,0.26,0.3,0.16
h_0,0.61,0.56,0.55,0.54,0.55,0.52,0.33,0.33,0.24,0.25,0.25,0.23,0.23,0.25,0.23,0.22
a_0,0.59,0.51,0.57,0.6,0.62,0.61,0.28,0.31,0.22,0.25,0.17,0.23,0.23,0.19,0.25,0.22
e_0,0.69,0.54,0.61,0.59,0.55,0.5,0.31,0.26,0.27,0.26,0.26,0.16,0.24,0.24,0.18,0.18
g_0,0.59,0.66,0.52,0.55,0.49,0.5,0.25,0.3,0.26,0.25,0.26,0.28,0.19,0.29,0.28,0.22
