,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.94,0.25,0.3,0.3,0.22,0.16,0.2,0.3,0.22,0.15,0.2,0.16,0.15,0.12,0.15,0.04
f_1,0.47,0.94,0.3,0.27,0.2,0.17,0.2,0.2,0.17,0.17,0.14,0.07,0.15,0.11,0.15,0.08
d_1,0.29,0.32,0.94,0.23,0.23,0.16,0.18,0.13,0.29,0.17,0.19,0.16,0.18,0.14,0.15,0.11
c_1,0.3,0.3,0.29,0.94,0.35,0.22,0.2,0.18,0.06,0.14,0.13,0.18,0.15,0.12,0.16,0.14
b_1,0.38,0.39,0.27,0.32,0.93,0.26,0.19,0.19,0.18,0.14,0.07,0.17,0.18,0.12,0.13,0.12
a_1,0.39,0.32,0.43,0.27,0.29,0.93,0.28,0.24,0.2,0.17,0.25,0.16,0.22,,0.16,0.13
h_1,0.56,0.73,0.61,0.49,0.38,0.25,0.72,0.28,0.34,0.39,0.33,0.29,0.18,0.2,0.35,0.22
d_0,0.49,0.62,0.33,0.91,0.48,0.34,0.44,0.6,0.39,0.34,0.41,0.3,0.39,0.24,0.3,0.24
c_0,0.6,0.66,0.58,0.43,0.45,0.3,0.43,0.38,0.61,0.37,0.61,0.33,0.37,0.32,0.32,0.28
g_1,0.59,0.58,0.81,0.56,0.42,0.29,0.33,0.35,0.38,0.72,0.32,0.35,0.31,0.25,0.21,0.23
b_0,0.49,0.83,0.65,0.64,0.23,0.28,0.48,0.38,0.36,0.39,0.62,0.34,0.4,0.41,0.27,0.25
f_0,0.54,0.44,0.77,0.59,0.51,0.45,0.48,0.44,0.44,0.4,0.4,0.61,0.42,0.26,0.31,0.55
h_0,0.65,0.85,0.65,0.63,0.58,0.38,0.26,0.37,0.42,0.44,0.37,0.27,0.24,0.26,0.43,0.25
a_0,0.68,0.81,0.88,0.55,0.49,,0.47,0.47,0.46,0.36,0.46,0.43,0.4,0.59,0.35,0.33
g_0,0.56,0.72,0.91,0.58,0.59,0.39,0.41,0.4,0.38,0.26,0.48,0.51,0.35,0.19,,0.33
e_0,0.5,0.81,0.93,0.59,0.69,0.5,0.71,0.47,0.33,0.4,0.43,0.23,0.36,0.27,0.32,0.56
