,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.82,1.0,0.71,0.59,0.56,1.54,2.81,1.51,1.58,1.71,1.9,1.97,1.65,1.15,2.27
f_1,1.07,2.45,0.85,0.74,0.72,0.87,1.22,1.61,1.49,1.6,1.72,0.93,1.97,1.52,1.39,1.8
c_1,0.71,0.77,2.47,0.87,1.21,0.63,1.44,1.57,1.57,0.58,1.44,1.71,2.21,1.69,1.67,1.87
d_1,0.74,0.73,0.61,2.52,0.88,0.75,1.78,0.94,1.49,2.87,1.68,1.67,2.31,1.78,1.77,2.02
b_1,0.83,0.72,0.67,0.78,2.71,1.42,1.26,1.64,1.29,1.66,0.65,1.76,2.2,1.78,1.91,1.93
a_1,1.05,0.77,0.77,0.77,0.56,3.19,1.59,1.51,1.38,1.76,2.09,1.59,2.4,1.1,1.74,2.45
h_1,0.86,1.49,0.87,1.07,0.97,0.83,4.15,2.09,2.66,2.24,2.09,2.28,1.29,2.29,1.48,3.28
d_0,0.83,1.14,1.62,0.46,1.07,0.93,2.28,3.49,1.85,1.99,2.37,2.19,2.34,2.51,2.63,2.43
g_1,0.92,0.99,0.89,1.38,1.0,0.96,1.62,2.0,4.36,2.41,2.46,3.23,2.38,2.31,2.26,2.37
c_0,1.05,1.19,0.72,1.01,1.01,0.99,2.29,2.24,1.89,3.85,4.2,2.44,3.18,2.18,2.87,2.86
b_0,1.04,1.06,1.15,1.14,0.65,0.89,1.93,2.29,2.0,1.9,4.05,2.47,2.86,4.38,2.97,2.72
f_0,0.85,0.74,1.12,1.1,1.12,1.12,2.18,2.69,1.67,2.18,2.62,4.14,2.71,1.98,4.72,3.29
h_0,0.93,1.35,1.04,0.96,0.98,0.85,1.73,2.48,2.65,2.27,2.4,2.58,1.75,2.45,2.28,3.25
a_0,1.1,1.14,1.11,1.16,0.93,,2.04,2.6,1.62,2.72,1.63,2.28,2.76,4.84,2.61,2.71
e_0,0.46,1.14,1.25,1.11,1.04,1.26,2.63,2.27,1.84,2.02,2.31,1.68,3.04,2.22,4.93,3.53
g_0,0.87,0.92,0.96,1.52,1.16,1.0,1.67,1.95,1.05,2.21,2.45,2.87,2.5,2.32,2.39,1.81
