,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.89,1.14,0.89,0.59,0.49,0.48,0.59,0.41,0.41,0.42,0.37,0.4,0.33,0.34
f_1,1.23,1.0,0.92,0.93,0.79,0.63,0.4,0.47,0.42,0.38,0.39,0.34,0.31,0.29,0.29,0.34
d_1,1.12,1.08,1.0,0.85,0.85,0.71,0.44,0.4,0.48,0.6,0.47,0.39,0.36,0.35,0.35,0.26
c_1,0.88,1.09,1.18,1.0,1.36,0.74,0.5,0.46,0.34,0.36,0.32,0.41,0.4,0.32,0.33,0.32
b_1,1.14,1.3,1.19,0.76,1.0,1.33,0.54,0.49,0.47,0.59,0.49,0.42,0.42,0.36,0.34,0.34
a_1,1.65,1.58,1.4,1.35,0.79,1.0,0.76,0.72,0.72,0.71,0.69,0.63,0.59,0.55,0.53,0.43
h_1,2.01,2.46,2.16,1.98,1.83,1.32,1.0,1.1,0.81,0.89,0.81,0.92,0.74,0.63,0.66,0.74
g_1,2.03,2.08,2.44,2.14,1.96,1.37,0.9,1.0,0.92,0.98,0.96,1.08,0.67,0.76,0.78,0.71
d_0,1.7,2.35,2.15,2.98,2.13,1.36,1.21,1.09,1.0,0.71,0.81,0.89,0.85,0.8,0.74,0.79
c_0,2.38,2.58,1.73,2.64,1.7,1.38,1.12,1.07,1.41,1.0,1.31,1.02,0.86,0.94,0.76,0.77
b_0,2.42,2.64,2.09,3.18,2.02,1.4,1.26,1.08,1.24,0.74,1.0,0.95,0.98,1.22,0.78,0.93
f_0,2.42,2.89,2.43,2.6,2.35,1.65,1.09,0.95,1.13,0.98,1.02,1.0,0.98,0.94,1.18,0.62
h_0,2.64,3.26,2.79,2.62,2.33,1.68,1.37,1.43,1.19,1.13,1.03,0.99,1.0,0.92,0.84,1.04
a_0,2.61,3.49,2.75,3.05,2.72,1.68,1.61,1.34,1.19,1.07,0.84,1.08,1.07,1.0,0.98,0.9
e_0,3.05,3.56,2.81,2.89,2.99,1.91,1.55,1.3,1.35,1.27,1.27,0.84,1.17,1.01,1.0,0.96
g_0,2.89,3.03,3.86,3.04,2.97,2.21,1.34,1.37,1.25,1.37,1.09,1.53,0.96,1.08,1.09,1.01
