,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.8,1.03,1.03,0.89,0.78,0.73,0.99,0.68,0.67,0.57,0.6,0.61,0.54,0.66,0.47
f_1,1.25,1.0,0.88,0.9,0.93,0.95,0.61,0.62,0.7,0.67,0.65,0.6,0.48,0.71,0.71,0.59
d_1,0.97,1.14,1.0,1.12,0.8,0.76,0.76,0.74,0.89,0.5,0.73,0.65,0.57,0.6,0.41,0.49
c_1,0.97,1.11,0.89,1.0,1.41,0.85,0.74,0.52,0.37,0.69,0.53,0.63,0.66,0.49,0.61,0.58
b_1,1.12,1.08,1.25,0.71,1.0,1.22,0.75,0.67,0.75,0.73,0.5,0.58,0.69,0.59,0.58,0.55
a_1,1.28,1.05,1.31,1.18,0.82,1.0,0.87,0.7,0.73,0.93,1.05,0.75,0.67,0.67,0.7,0.57
h_1,1.33,1.66,1.35,1.43,1.33,1.15,1.0,1.02,0.85,1.17,0.98,0.74,0.8,0.79,0.93,0.82
d_0,0.96,1.63,1.4,1.96,1.56,1.41,0.99,1.0,0.87,1.09,1.04,0.91,1.0,0.71,0.73,1.03
c_0,1.44,1.42,1.11,2.53,1.28,1.35,1.19,1.15,1.0,1.18,1.36,0.98,0.76,1.05,0.85,0.84
g_1,1.45,1.42,1.98,1.46,1.37,1.08,0.86,0.93,0.87,1.0,0.89,1.18,0.68,0.68,0.76,0.85
b_0,1.63,1.57,1.35,2.03,1.91,1.02,0.97,0.93,0.73,1.06,1.0,0.98,1.18,1.27,0.84,0.95
f_0,1.56,1.77,1.6,1.55,1.75,1.33,1.42,1.04,1.02,0.79,1.02,1.0,1.01,1.0,0.78,1.3
h_0,1.59,2.15,1.83,1.53,1.53,1.43,1.29,1.04,1.21,1.48,0.84,0.96,1.0,0.91,1.18,0.83
a_0,1.87,1.51,1.68,2.02,1.68,1.35,1.3,1.27,1.05,1.35,0.85,1.08,1.04,1.0,1.02,0.91
g_0,1.56,1.44,2.43,1.75,1.67,1.38,1.07,1.34,1.18,1.25,1.2,1.32,0.86,0.89,1.0,0.9
e_0,2.0,1.82,1.96,1.6,1.78,1.77,1.24,0.88,1.16,1.12,1.19,0.77,1.33,1.02,1.2,1.0
