,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.05,1.4,1.54,1.05,1.06,1.29,5.19,11.7,7.16,4.65,7.07,6.98,8.35,7.39,3.97,8.84
f_1,2.22,6.3,1.23,1.45,1.03,1.03,3.91,5.03,5.46,4.4,5.77,2.74,9.67,7.36,3.89,9.35
c_1,1.12,1.1,6.34,1.27,2.56,1.08,4.22,5.67,1.75,4.1,3.95,6.59,9.3,6.56,6.27,9.71
d_1,1.44,1.22,1.11,6.41,1.55,1.13,4.36,2.4,10.58,5.26,7.29,6.67,9.33,5.23,6.22,8.25
b_1,1.09,1.57,1.22,1.24,7.52,2.53,4.57,4.97,6.85,4.46,1.84,5.55,8.52,5.02,5.47,8.3
a_1,1.27,1.51,1.29,1.51,0.94,9.87,6.14,6.54,5.0,4.25,6.71,7.06,9.55,2.43,8.75,8.82
h_1,1.43,2.22,1.47,1.72,1.41,1.29,15.89,6.5,7.32,8.37,6.95,7.81,6.77,6.61,9.89,14.78
d_0,1.53,1.59,2.99,0.81,1.47,1.69,5.47,15.04,5.93,5.56,8.22,9.0,12.64,7.12,8.78,12.14
c_0,1.65,1.97,1.03,1.62,0.9,1.7,6.1,7.64,15.11,5.6,15.39,7.19,13.64,9.55,10.58,12.24
g_1,1.46,1.14,1.65,2.69,1.2,1.51,5.18,6.66,7.25,19.52,7.54,11.67,10.64,6.43,7.73,5.16
b_0,1.62,1.78,1.91,1.74,0.75,1.23,5.8,8.03,8.92,5.83,18.89,7.38,12.95,18.12,9.23,12.04
f_0,1.3,0.98,2.0,1.65,1.88,1.52,6.3,8.16,7.25,6.13,8.23,18.1,11.72,8.0,17.16,10.67
h_0,1.38,2.41,1.85,1.66,1.55,1.56,3.32,7.23,6.55,7.24,8.63,6.57,7.43,8.09,8.62,14.29
a_0,1.56,1.64,1.79,1.85,1.6,0.91,6.84,8.17,6.75,7.21,7.69,7.4,16.18,23.62,7.8,12.46
e_0,0.56,2.01,1.78,1.69,1.81,1.59,7.73,6.78,8.54,5.87,8.3,7.92,12.2,9.04,24.77,13.08
g_0,1.31,1.4,1.68,2.55,1.78,1.39,6.63,5.23,7.52,4.55,8.11,12.4,8.91,9.16,11.05,8.19
