,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,106.62,29.49,32.83,52.45,77.18,322.88,4481.03,8824.28,11014.97,19554.12,15063.88,23212.68,57415.82,57690.51,39926.56,114289.51
f_1,53.28,111.47,37.85,48.34,68.07,255.88,3943.56,7378.15,10117.29,10074.97,14222.66,10552.53,48513.03,56664.85,53718.04,73185.2
d_1,33.54,36.81,112.74,42.44,69.98,273.87,5302.42,7849.65,15193.01,5590.0,14852.84,22818.37,49503.72,55144.59,67506.84,81270.43
c_1,31.44,31.63,25.22,144.99,128.48,204.59,3391.45,8252.15,3730.79,8690.57,11804.78,16073.33,50799.2,61560.47,59902.66,79465.25
b_1,22.65,32.83,26.51,32.46,225.57,456.12,2806.15,5621.66,7198.84,7524.11,3667.36,11824.23,36648.74,39441.0,46198.61,56486.38
a_1,15.38,15.5,19.75,27.91,29.03,672.8,2752.59,3934.59,4591.85,6202.59,5481.02,9975.83,39404.57,15002.98,28310.27,55832.97
h_1,10.09,15.34,11.8,16.19,28.44,70.59,2772.59,3090.57,3214.45,2916.06,4735.25,5066.26,9721.14,22357.57,20755.72,40168.48
g_1,6.57,8.29,14.69,10.62,21.9,72.77,1085.44,4699.44,2872.61,2224.32,2873.32,7610.93,15019.85,17736.77,17560.98,17720.44
c_0,8.47,10.26,9.58,9.46,18.39,89.13,1122.86,2270.91,4292.18,2828.62,5318.75,5585.05,15934.03,17977.57,18505.87,28200.47
d_0,6.41,9.23,3.44,22.55,21.3,71.36,1129.94,1968.94,2476.8,4542.74,3097.07,5751.8,13460.77,18501.82,19900.67,25371.71
b_0,8.7,9.17,7.71,11.02,14.13,67.06,1033.84,2033.45,2146.37,2851.04,5499.29,5406.51,16094.82,28079.81,22673.11,22805.39
f_0,5.77,4.1,7.96,12.28,15.76,62.13,1065.64,1571.35,2251.93,2567.54,3067.38,7490.52,12866.46,17316.15,30319.52,16814.48
h_0,4.81,8.05,6.23,7.16,13.13,36.79,513.34,1502.19,1386.21,1635.43,1707.61,3184.33,5413.91,10045.83,12681.07,18601.0
a_0,5.48,5.27,6.63,6.72,12.3,,496.93,997.81,1364.24,1212.24,1374.77,2315.92,8721.21,17897.53,10398.75,11903.31
e_0,2.45,5.69,5.3,7.57,12.83,44.5,603.54,1190.06,1531.36,1633.6,1910.76,2536.28,7324.84,10736.0,20140.31,16946.73
g_0,3.43,5.13,6.24,6.04,12.77,30.27,531.32,751.01,1134.31,1440.21,1810.4,3775.16,6624.07,9839.01,7823.94,8548.7
