,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.74,1.03,1.21,1.12,1.02,0.5,0.52,0.5,0.37,0.46,0.39,0.35,0.37,0.47,0.33
f_1,1.13,0.66,1.07,1.03,0.98,0.86,0.42,0.49,0.39,0.36,0.44,0.39,0.25,0.33,0.29,0.37
d_1,1.2,1.21,0.64,1.08,1.12,0.97,0.46,0.35,0.48,0.46,0.38,0.38,0.3,0.34,0.35,0.21
c_1,0.99,1.21,1.27,0.63,1.29,0.93,0.53,0.57,0.28,0.47,0.37,0.37,0.33,0.39,0.4,0.31
b_1,1.19,1.25,1.23,0.76,0.62,1.2,0.61,0.58,0.42,0.55,0.49,0.55,0.38,0.47,0.41,0.38
a_1,1.42,1.66,1.41,1.49,0.81,0.56,0.71,0.59,0.54,0.54,0.5,0.62,0.41,0.53,0.47,0.45
h_1,1.64,1.82,1.8,1.68,1.44,1.34,0.55,0.82,0.59,0.62,0.62,0.65,0.59,0.58,0.51,0.53
g_1,1.83,2.05,1.94,1.84,1.6,1.89,0.64,0.53,0.69,0.64,0.72,0.62,0.47,0.65,0.66,0.54
d_0,1.27,1.99,2.28,2.34,1.9,1.69,0.94,0.93,0.58,0.68,0.7,0.71,0.6,0.65,0.69,0.63
c_0,2.11,2.4,1.24,2.46,1.76,1.71,0.88,0.83,0.88,0.57,0.7,0.92,0.66,0.76,0.65,0.54
f_0,1.79,2.74,1.94,2.23,1.84,1.82,0.87,0.66,0.73,0.68,0.55,0.69,0.62,0.66,0.84,0.48
b_0,2.05,2.22,1.8,2.48,2.46,1.61,0.94,0.9,0.75,0.45,0.7,0.56,0.66,0.86,0.69,0.54
h_0,2.09,2.53,2.26,2.24,2.04,2.03,1.17,1.03,0.82,0.78,0.76,0.7,0.76,0.71,0.74,0.63
a_0,2.06,2.91,2.17,2.16,2.32,2.39,1.04,0.88,0.77,0.68,0.76,0.5,0.74,0.55,0.72,0.63
e_0,2.53,2.99,2.31,2.18,2.2,2.13,1.0,0.87,0.9,0.83,0.49,0.74,0.66,0.74,0.54,0.68
g_0,2.5,2.32,2.71,2.45,2.22,1.94,0.93,1.26,0.84,0.82,0.89,0.87,0.58,0.83,0.72,0.75
