,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.09,1.62,2.76,2.81,2.41,2.19,0.79,0.8,0.52,0.54,0.55,0.58,0.53,0.35,0.68,0.4
f_1,2.17,1.09,2.3,2.86,2.15,2.21,0.58,0.79,0.5,0.54,0.51,0.61,0.48,0.27,0.46,0.4
d_1,3.19,2.81,1.08,2.42,2.45,2.03,0.66,0.48,0.51,0.81,0.51,0.49,0.5,0.32,0.41,0.23
c_1,2.09,2.52,3.34,1.1,2.79,2.12,0.68,0.71,0.7,0.31,0.56,0.56,0.45,0.39,0.54,0.39
b_1,2.88,3.23,2.97,1.65,1.11,2.98,0.9,0.79,0.76,0.54,0.92,0.61,0.59,0.39,0.53,0.41
a_1,4.93,4.32,4.45,4.11,2.42,1.12,1.32,1.38,1.04,1.07,1.24,0.88,1.44,0.75,0.72,0.67
h_1,8.16,9.02,7.77,8.1,8.75,7.82,1.49,2.2,1.76,1.87,1.79,1.71,1.69,1.57,1.58,1.33
g_1,10.76,11.41,11.7,12.35,12.59,11.37,2.85,1.58,2.32,2.56,2.64,2.5,2.31,1.32,2.35,2.1
c_0,13.98,13.11,7.48,17.14,11.76,14.04,3.65,3.53,1.74,3.92,2.31,2.45,2.48,1.72,2.36,1.5
d_0,7.99,11.41,17.13,14.36,13.86,12.22,4.38,4.48,3.0,1.89,2.84,2.73,2.19,1.75,2.73,2.19
b_0,13.76,13.57,10.53,19.25,13.08,11.64,3.42,3.65,1.64,3.24,1.7,2.68,2.63,2.04,2.38,1.99
f_0,15.21,19.81,13.33,14.55,14.32,13.55,4.09,2.46,2.68,2.9,2.7,1.85,2.72,2.19,2.45,1.32
a_0,16.6,16.11,17.13,26.61,20.51,24.43,6.11,5.61,3.08,4.27,2.07,4.4,2.04,2.74,3.65,3.37
h_0,19.4,19.37,20.11,19.72,20.65,16.63,7.27,6.07,4.03,4.56,4.03,3.98,3.72,3.56,3.37,2.61
e_0,26.77,26.11,20.73,20.2,19.97,21.75,7.83,5.14,4.5,4.73,4.78,2.46,4.22,2.98,2.16,2.59
g_0,25.02,27.36,20.6,21.68,22.48,18.85,5.06,6.55,4.6,5.04,4.74,4.4,4.09,2.51,4.17,3.66
