,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.4,0.7,0.62,0.7,0.69,0.6,0.28,0.27,0.44,0.31,0.27,0.34,0.2,0.26,0.29,0.29
e_1,0.44,0.4,0.69,0.88,0.7,0.68,0.36,0.31,0.37,0.34,0.31,0.38,0.26,0.32,0.4,0.28
d_1,0.8,0.72,0.4,0.64,0.61,0.63,0.35,0.34,0.24,0.37,0.33,0.29,0.24,0.3,0.31,0.18
c_1,0.7,0.53,0.83,0.37,0.86,0.57,0.35,0.31,0.37,0.19,0.26,0.28,0.24,0.27,0.28,0.25
b_1,0.71,0.7,0.72,0.4,0.37,0.91,0.42,0.37,0.36,0.32,0.39,0.3,0.29,0.27,0.28,0.29
a_1,0.75,0.68,0.64,0.79,0.38,0.32,0.38,0.34,0.4,0.39,0.44,0.33,0.33,0.5,0.33,0.28
h_1,0.67,0.61,0.66,0.71,0.58,0.49,0.24,0.28,0.38,0.27,0.29,0.28,0.28,0.28,0.28,0.26
c_0,0.72,0.69,0.42,0.97,0.65,0.58,0.35,0.23,0.32,0.37,0.33,0.28,0.25,0.32,0.27,0.23
g_1,0.62,0.65,0.67,0.65,0.63,0.61,0.27,0.26,0.22,0.28,0.26,0.3,0.2,0.27,0.24,0.24
d_0,0.56,0.43,0.76,0.86,0.68,0.53,0.4,0.28,0.41,0.24,0.29,0.29,0.27,0.31,0.29,0.26
b_0,0.71,0.63,0.51,0.81,0.83,0.52,0.33,0.19,0.36,0.29,0.22,0.27,0.26,0.32,0.27,0.21
f_0,0.84,0.58,0.57,0.63,0.64,0.58,0.35,0.28,0.24,0.32,0.28,0.21,0.25,0.3,0.31,0.17
h_0,0.65,0.63,0.6,0.65,0.61,0.53,0.37,0.26,0.36,0.26,0.27,0.27,0.28,0.25,0.27,0.25
a_0,0.74,0.57,0.56,0.68,0.73,0.7,0.31,0.25,0.37,0.29,0.19,0.24,0.27,0.2,0.26,0.22
e_0,0.78,0.73,0.56,0.62,0.69,0.63,0.36,0.27,0.37,0.29,0.28,0.16,0.23,0.24,0.18,0.2
g_0,0.63,0.59,0.66,0.61,0.62,0.57,0.28,0.29,0.39,0.3,0.31,0.33,0.21,0.3,0.29,0.28
