,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.04,1.54,1.37,1.49,1.34,1.18,0.48,0.53,0.39,0.46,0.38,0.46,0.26,0.35,0.34,0.34
e_1,1.15,1.04,1.48,1.65,1.44,1.19,0.58,0.59,0.44,0.54,0.44,0.52,0.34,0.43,0.35,0.44
d_1,1.73,1.89,1.04,1.46,1.24,1.11,0.58,0.44,0.53,0.55,0.51,0.44,0.34,0.4,0.24,0.35
c_1,1.68,1.39,1.9,1.05,1.87,1.45,0.64,0.56,0.53,0.34,0.47,0.46,0.37,0.44,0.34,0.4
b_1,2.22,2.0,2.17,1.28,1.05,1.89,0.73,0.69,0.77,0.54,0.73,0.54,0.52,0.49,0.51,0.53
a_1,2.89,2.68,2.68,2.4,1.41,1.06,1.01,0.87,0.83,0.75,0.99,0.68,0.61,0.74,0.58,0.6
h_1,4.64,4.29,4.28,4.15,3.8,3.29,1.23,1.62,1.16,1.32,1.22,1.17,1.04,0.98,0.97,1.06
g_1,5.42,4.98,5.22,4.91,4.79,4.24,1.53,1.25,1.59,1.46,1.42,1.59,0.99,1.27,1.08,1.44
c_0,6.5,6.01,3.62,6.53,4.72,4.16,2.14,1.95,1.32,1.96,1.87,1.52,1.24,1.46,1.01,1.3
d_0,5.25,3.83,5.95,6.47,4.98,4.44,2.13,2.16,1.63,1.35,1.53,1.61,1.26,1.28,1.16,1.34
b_0,6.23,5.81,4.44,7.26,5.32,3.93,2.15,2.15,1.11,1.97,1.35,1.64,1.25,2.05,1.17,1.29
f_0,7.4,5.98,5.77,5.76,5.97,4.87,2.28,1.73,1.59,1.75,1.71,1.34,1.32,1.48,0.91,1.64
h_0,8.05,7.25,6.96,7.25,6.06,5.42,3.01,2.68,2.02,2.19,1.83,2.11,1.86,1.77,1.56,1.58
a_0,8.22,7.22,7.01,7.44,8.63,6.91,3.01,2.6,2.01,2.61,1.41,2.25,1.67,1.47,1.55,2.03
g_0,9.36,8.76,9.04,8.99,6.7,5.53,2.56,3.56,2.3,2.78,2.4,2.79,1.62,2.25,1.88,2.03
e_0,10.62,9.9,7.92,7.96,7.67,6.76,3.11,2.49,2.22,2.58,2.3,1.5,2.0,2.1,1.84,1.46
