,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.83,0.87,1.05,0.86,0.64,0.5,0.55,0.4,0.4,0.42,0.43,0.35,0.31,0.35,0.32
f_1,1.21,1.0,0.91,0.9,0.79,0.62,0.44,0.43,0.37,0.42,0.37,0.33,0.27,0.32,0.3,0.23
d_1,1.14,1.11,1.0,0.86,0.79,0.76,0.52,0.43,0.57,0.39,0.45,0.39,0.35,0.33,0.27,0.33
c_1,0.95,1.14,1.18,1.0,1.27,0.72,0.53,0.36,0.43,0.41,0.36,0.38,0.36,0.34,0.33,0.34
b_1,1.15,1.25,1.24,0.77,1.0,1.26,0.58,0.49,0.57,0.5,0.48,0.41,0.4,0.3,0.36,0.32
a_1,1.55,1.59,1.33,1.35,0.82,1.0,0.72,0.61,0.54,0.63,0.6,0.48,0.48,0.43,0.46,0.39
h_1,2.0,2.31,1.87,1.93,1.73,1.37,1.0,0.88,0.73,0.89,0.77,0.71,0.72,0.54,0.75,0.61
d_0,1.85,2.29,2.2,2.83,2.12,1.61,1.15,1.0,0.83,0.91,0.94,0.91,0.79,0.66,0.73,0.75
c_0,2.52,2.69,1.73,2.4,1.83,1.76,1.36,1.23,1.0,0.97,1.23,0.96,0.87,0.88,0.71,0.75
g_1,2.5,2.34,2.61,2.42,2.02,1.63,1.12,1.1,1.05,1.0,1.0,1.13,0.75,0.79,0.71,0.83
b_0,2.45,2.65,2.15,2.7,2.2,1.55,1.37,1.04,0.82,1.05,1.0,0.92,0.84,1.07,0.74,0.82
f_0,2.34,2.95,2.52,2.59,2.52,2.09,1.37,1.13,1.1,0.91,1.05,1.0,1.02,0.84,0.62,1.1
h_0,2.96,3.54,2.87,2.9,2.46,1.98,1.39,1.29,1.16,1.31,1.21,1.0,1.0,0.93,1.01,0.81
a_0,3.29,3.22,3.02,2.91,3.27,2.22,1.81,1.53,1.16,1.28,0.93,1.18,1.05,1.0,0.87,1.02
g_0,2.86,3.32,3.64,2.97,2.9,2.15,1.39,1.34,1.4,1.37,1.4,1.52,1.02,1.19,1.01,1.24
e_0,3.3,4.11,2.91,3.03,3.08,2.33,1.7,1.37,1.29,1.25,1.23,0.93,1.24,1.03,0.82,1.0
