,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,99.58,49.12,61.4,96.73,114.47,289.34,9642.9,27005.18,14757.44,18648.96,26314.28,31089.9,90807.77,99883.67,160711.22,90373.11
f_1,67.23,113.84,57.97,69.34,99.76,199.23,7870.3,15745.06,15355.45,17862.13,25228.6,14737.37,80991.86,98885.85,136611.74,83475.81
d_1,44.58,55.57,124.75,62.95,96.62,245.29,8701.74,9004.84,16710.35,29028.37,23113.34,26859.55,73007.56,122512.39,114816.59,104437.68
c_1,31.36,48.96,48.35,153.68,165.77,209.97,8315.23,13240.14,12726.61,10419.43,19495.81,20088.03,70048.69,96132.81,110974.5,95011.24
b_1,30.84,40.18,46.5,52.47,211.39,381.83,7134.97,13467.79,11265.58,15295.94,12808.4,22426.84,51460.32,77592.92,86462.95,116131.28
a_1,25.78,39.38,30.85,50.48,52.3,447.61,4736.6,9575.32,9676.67,9631.0,11843.37,14290.71,46576.01,37519.01,85308.39,64692.55
h_1,10.43,16.2,15.1,16.36,22.37,71.23,3777.37,3961.53,4907.17,4425.77,6086.36,6544.71,15826.32,23904.17,47922.71,32036.96
d_0,8.01,11.15,8.66,27.04,25.29,51.98,1908.28,4898.49,3120.72,2925.1,4679.15,5529.61,18391.76,25201.07,30134.14,26717.49
g_1,8.44,9.87,16.37,15.16,22.34,39.74,1610.42,3121.46,6169.23,3638.5,5206.82,6878.58,15805.58,23539.38,18245.07,24589.91
c_0,8.63,11.66,10.56,12.11,17.39,61.08,2121.67,2982.66,3307.84,5713.0,8207.02,6321.15,18794.31,26510.4,32186.1,29197.58
b_0,8.1,9.19,11.94,14.84,13.15,46.96,1754.18,3393.46,2723.75,2852.27,6939.72,5494.86,15981.66,36070.55,29490.36,23345.87
f_0,6.69,8.19,10.79,15.85,20.79,52.68,1623.3,3079.28,2790.59,2944.01,4480.3,7495.4,14813.71,21278.98,25059.51,35945.46
h_0,5.66,8.36,8.34,10.88,15.23,26.76,800.59,2085.06,2735.05,2276.98,3454.5,3483.4,7688.66,13608.44,21065.97,15699.16
a_0,5.18,7.01,6.47,9.25,13.3,13.13,1100.7,1753.24,2015.24,1885.59,2649.58,3339.52,11292.62,21956.29,14297.81,13788.22
g_0,4.58,4.82,9.84,8.85,12.52,28.51,779.3,1642.37,1519.59,1662.96,2423.23,4076.55,7720.62,12373.97,13009.18,16939.22
e_0,3.09,6.27,7.2,11.33,12.49,34.61,890.91,1598.27,1714.6,1837.15,2675.01,2812.48,9202.89,11766.62,13304.27,23174.48
