,e_1,f_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.97,0.97,0.82,0.68,0.54,0.4,0.46,0.59,0.42,0.45,0.35,0.35,0.38,0.34
f_1,1.27,1.0,0.92,0.89,0.76,0.74,0.38,0.41,0.39,0.39,0.38,0.35,0.29,0.32,0.25,0.31
d_1,1.03,1.09,1.0,0.85,0.84,0.82,0.51,0.6,0.39,0.44,0.39,0.38,0.36,0.34,0.39,0.26
c_1,1.03,1.13,1.18,1.0,1.27,0.71,0.53,0.45,0.53,0.33,0.45,0.41,0.39,0.33,0.35,0.36
b_1,1.22,1.31,1.18,0.8,1.0,1.33,0.62,0.49,0.43,0.49,0.38,0.45,0.42,0.36,0.4,0.4
a_1,1.47,1.36,1.21,1.4,0.75,1.0,0.71,0.62,0.59,0.55,0.71,0.6,0.6,0.7,0.47,0.52
h_1,1.88,2.57,2.02,1.79,1.63,1.4,1.0,0.81,1.09,0.88,0.86,0.82,0.72,0.68,0.65,0.81
c_0,2.42,2.44,1.7,2.09,1.9,1.65,1.27,1.0,1.04,1.04,1.24,0.9,0.91,0.89,0.74,0.76
g_1,2.23,2.48,2.77,1.94,2.2,1.64,0.92,0.98,1.0,0.85,0.92,1.11,0.64,0.86,0.68,0.71
d_0,1.81,2.39,2.13,3.01,2.09,1.79,1.14,0.95,1.16,1.0,1.04,0.83,0.89,0.78,0.81,0.86
b_0,2.46,2.55,2.56,2.18,2.3,1.4,1.18,0.8,1.05,0.99,1.0,0.93,0.81,1.37,0.78,0.77
f_0,2.13,2.84,2.67,2.62,2.17,1.67,1.21,1.09,0.91,1.17,1.01,1.0,0.97,0.97,1.13,0.7
h_0,2.91,3.27,2.88,2.59,2.34,1.76,1.4,1.09,1.6,1.14,1.26,1.0,1.0,0.86,0.82,1.01
a_0,2.81,3.13,2.93,3.12,2.8,1.66,1.52,1.15,1.16,1.34,0.77,1.05,1.2,1.0,0.89,0.91
e_0,2.76,4.23,2.45,2.94,2.31,2.06,1.5,1.38,1.4,1.24,1.34,0.91,1.18,1.08,1.0,0.96
g_0,2.8,3.12,3.73,2.86,2.53,2.05,1.22,1.31,1.47,1.1,1.3,1.45,0.97,1.05,0.97,1.0
