,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.57,0.62,0.84,0.61,0.58,0.13,0.21,0.13,0.12,0.14,0.27,0.09,0.13,0.12,0.11
e_1,0.36,0.17,0.77,0.7,0.86,0.68,0.17,0.23,0.13,0.15,0.15,0.18,0.11,0.17,0.31,0.09
d_1,0.73,0.82,0.15,0.82,0.57,0.53,0.19,0.12,0.35,0.11,0.13,0.12,0.08,0.1,0.11,0.05
c_1,0.65,0.5,0.91,0.15,0.73,0.58,0.2,0.18,0.08,0.26,0.13,0.14,0.09,0.14,0.11,0.1
b_1,0.82,0.76,0.68,0.32,0.13,0.76,0.2,0.22,0.15,0.21,0.26,0.13,0.1,0.14,0.12,0.13
a_1,0.81,0.71,0.59,0.68,0.33,0.09,0.27,0.22,0.17,0.17,0.23,0.13,0.1,0.33,0.15,0.12
h_1,0.5,0.52,0.52,0.52,0.51,0.53,0.06,0.16,0.12,0.11,0.1,0.11,0.11,0.09,0.09,0.08
g_1,0.57,0.6,0.52,0.59,0.51,0.5,0.12,0.05,0.11,0.09,0.1,0.13,0.06,0.09,0.11,0.07
d_0,0.51,0.3,0.91,0.54,0.69,0.51,0.15,0.2,0.06,0.12,0.1,0.12,0.08,0.12,0.11,0.1
c_0,0.65,0.66,0.24,1.13,0.53,0.48,0.21,0.14,0.18,0.05,0.11,0.09,0.08,0.12,0.11,0.08
b_0,0.51,0.49,0.4,0.86,0.97,0.49,0.16,0.14,0.13,0.05,0.05,0.11,0.08,0.09,0.1,0.07
f_0,1.0,0.48,0.45,0.52,0.53,0.64,0.17,0.09,0.12,0.1,0.1,0.04,0.07,0.08,0.11,0.05
h_0,0.61,0.54,0.47,0.53,0.48,0.49,0.19,0.13,0.12,0.09,0.1,0.09,0.13,0.09,0.09,0.07
a_0,0.58,0.46,0.5,0.62,0.49,0.81,0.15,0.15,0.14,0.1,0.05,0.09,0.07,0.04,0.09,0.06
e_0,1.08,0.74,0.46,0.52,0.45,0.63,0.15,0.1,0.1,0.09,0.1,0.04,0.06,0.09,0.04,0.06
g_0,0.54,0.56,0.49,0.54,0.51,0.59,0.1,0.21,0.12,0.11,0.09,0.1,0.05,0.09,0.1,0.16
