,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.95,1.26,0.97,0.94,0.73,0.57,0.67,0.58,0.66,0.6,0.53,0.49,0.56,0.44,0.6
d_1,1.05,1.0,1.02,0.88,0.92,0.86,0.77,0.56,0.82,0.73,0.66,0.66,0.55,0.6,0.6,0.42
e_1,0.8,0.97,1.0,1.12,0.99,0.99,0.71,0.77,0.65,0.94,0.63,0.78,0.67,0.62,0.7,0.62
c_1,1.04,1.13,0.9,1.0,1.36,0.74,0.65,0.66,0.51,0.46,0.55,0.57,0.64,0.49,0.56,0.56
b_1,1.06,1.09,1.02,0.73,1.0,1.27,0.81,0.67,0.73,0.75,0.8,0.67,0.66,0.68,0.7,0.69
a_1,1.36,1.16,1.01,1.35,0.79,1.0,0.95,0.82,0.83,0.65,0.83,0.79,0.83,0.76,0.7,0.7
h_1,1.74,1.29,1.39,1.47,1.15,1.08,1.0,1.16,0.95,0.88,1.02,0.92,1.06,0.92,0.77,1.07
g_1,1.46,1.86,1.25,1.58,1.52,1.16,0.86,1.0,0.96,0.98,0.94,1.11,0.66,0.87,0.82,0.8
c_0,1.8,1.22,1.47,1.99,1.27,1.14,1.07,1.07,1.0,1.16,1.27,1.04,0.94,0.9,0.87,0.89
d_0,1.45,1.52,1.08,2.17,1.36,1.38,1.1,1.03,0.84,1.0,1.16,0.95,0.85,0.91,0.82,0.87
b_0,1.75,1.55,1.55,1.85,1.42,1.07,0.96,1.06,0.78,0.85,1.0,0.94,1.08,1.39,0.81,0.81
f_0,1.83,1.52,1.29,1.79,1.47,1.19,1.09,0.9,0.99,1.14,1.07,1.0,1.05,1.05,1.47,0.69
h_0,2.02,1.9,1.54,1.55,1.47,1.18,0.94,1.49,1.09,1.11,0.92,0.92,1.0,0.91,0.92,1.08
a_0,1.86,1.61,1.67,1.99,1.5,1.43,1.08,1.14,1.1,1.08,0.74,0.97,1.1,1.0,0.97,1.12
e_0,2.43,1.64,1.62,1.69,1.4,1.45,1.3,1.25,1.17,1.19,1.19,0.67,1.1,1.12,1.0,0.88
g_0,1.73,2.43,1.55,1.7,1.45,1.38,0.94,1.26,1.05,1.12,1.14,1.42,0.92,0.98,1.15,1.0
